ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
2645,64,38959.28780308882,0.05209133773292324,1,271,7138,1756,8623
2646,62,23285.802332824143,0.1326929021041904,0,121,0,0,-121
2647,21,26076.417640235977,0.16332141368412625,0,7,0,0,-7
2648,62,22048.666832574607,0.10427910267430429,1,2087,9721,1427,9061
2649,51,20612.159897161164,0.47791857745120436,1,180,7189,2836,9845
2650,49,25001.429993758327,0.05516858581210358,1,359,6249,5067,10957
2651,28,59154.02989018502,0.18089819251929135,1,288,10550,1472,11734
2652,32,20692.16020927899,0.14247264774076462,1,210,6169,1907,7866
2653,27,25498.486641355274,0.10290601654181142,0,28,0,0,-28
2654,47,59310.067473338604,0.04519316043783292,0,28,0,0,-28
2655,23,29351.120864829187,0.3591678203591766,0,19,0,0,-19
2656,28,22073.97530722539,0.1522669688325156,1,287,10740,2213,12666
2657,27,26002.01407425658,0.03128616422242873,1,152,7252,1601,8701
2658,66,32979.12825012664,0.02462892951426227,1,495,13491,2286,15282
2659,42,20622.12045107447,0.1424528482643324,1,255,14984,1547,16276
2660,23,23770.928262992515,0.032201972555616507,1,2287,5302,1521,4536
2661,33,24237.008389195144,0.0976078600550617,1,295,6888,4390,10983
2662,24,22551.902358641364,0.07310777052921727,1,402,19323,1412,20333
2663,27,65040.686104263725,0.31213047218828177,0,12,0,0,-12
2664,50,25731.204336771687,0.03516732778585342,1,116,7936,1640,9460
2665,27,31117.249692181376,0.027972433065947693,1,766,16637,1542,17413
2666,56,20573.343936011,0.09711184886330272,1,121,9439,1500,10818
2667,64,27699.237595669456,0.03315835583515434,1,332,14074,1394,15136
2668,21,28041.240967860278,0.21163018110874296,1,132,8274,1757,9899
2669,21,22689.346761042885,0.0821531233442094,0,37,0,0,-37
2670,60,22033.80782721058,0.22288497536153526,0,14,0,0,-14
2671,34,32073.331104072164,0.029793323975375006,0,37,0,0,-37
2672,37,58349.75564991151,0.002182486042312698,1,227,5395,2449,7617
2673,19,34018.13194062679,0.18349790362054086,1,219,9484,1713,10978
2674,52,43739.9089560976,0.1864230316096543,1,1282,7508,2711,8937
2675,21,26005.010223155045,0.07634160942158125,1,742,16463,1362,17083
2676,26,44250.612253291314,0.22675171101519948,1,220,7851,1505,9136
2677,23,38459.85933651737,0.0483315675417729,1,833,6404,1560,7131
2678,18,21801.827000818594,0.4673677604149888,0,64,0,0,-64
2679,52,20938.943637075048,0.14303776517643796,1,255,7692,2018,9455
2680,75,20863.871911034774,0.1800319402758842,1,111,14355,1991,16235
2681,18,20602.281812860238,0.05734804611156251,1,265,6377,1387,7499
2682,59,26135.54892429134,0.015766265059238904,1,454,6197,1387,7130
2683,33,21096.13647169872,0.07284192799755276,0,36,0,0,-36
2684,39,25108.44919767591,0.05108908672896587,1,354,7204,2327,9177
2685,31,54176.097798370676,0.13632938017319413,1,188,7154,1559,8525
2686,40,24209.591714525715,0.2574797455117384,0,57,0,0,-57
2687,19,28141.28667189531,0.08964834116106978,1,286,15738,2089,17541
2688,20,23982.39813732621,0.0389560831662026,1,612,9486,1574,10448
2689,55,20049.03891626186,0.16347715321746928,1,499,9664,2331,11496
2690,51,20865.996643145005,0.04123808308391906,1,725,7620,2084,8979
2691,21,27030.031226754378,0.0009585787148445642,1,1014,7942,1910,8838
2692,23,31434.925759104226,0.06575023167705146,1,1764,8963,1463,8662
2693,20,24926.548896029602,0.11027281654362918,1,761,6164,2156,7559
2694,55,24536.58977612876,0.06906597771134734,0,67,0,0,-67
2695,51,24213.065407310594,0.30833246739047104,1,1325,6091,1486,6252
2696,75,23051.11107222932,0.22924318099735855,0,3,0,0,-3
2697,63,22280.905551766835,0.016569553045300077,1,1207,61599,1458,61850
2698,28,21118.347368363942,0.10260001383904745,0,2,0,0,-2
2699,34,23097.54608233963,0.09054888647084867,1,1088,9416,1671,9999
2700,52,32579.467368544152,0.1039923641931195,0,65,0,0,-65
2701,36,23942.40230922639,0.0849846005113703,1,248,5901,1829,7482
2702,28,20468.86022731227,0.0058905832033122225,1,292,5417,1917,7042
2703,25,20779.685185629995,0.2968557986743577,1,1227,5334,1533,5640
2704,19,91505.24153986666,0.05617950546685174,1,529,5964,2357,7792
2705,32,20550.314352356192,0.032591799265700654,1,872,5315,1688,6131
2706,29,35136.38373790089,0.010452973034293024,1,428,5606,1378,6556
2707,25,108766.86788628894,0.0056595206730952145,1,821,5630,1614,6423
2708,18,20476.272324422705,0.04625241830517797,0,78,0,0,-78
2709,37,22989.145428059164,0.0007646744256583339,1,132,10317,1659,11844
2710,44,26742.364763158224,0.02058685221017486,1,39,6272,1375,7608
2711,32,20271.634705866472,0.13295421417641057,1,1332,6359,3204,8231
2712,54,21958.469622720328,0.044627686579591694,1,335,6226,1335,7226
2713,18,26218.184471948603,0.11633226693039234,1,74,7134,1399,8459
2714,34,20286.277005637476,0.008791240986187297,1,210,11044,1480,12314
2715,50,28668.302221631762,0.23494387290962832,1,1113,6935,1509,7331
2716,28,29112.34485881211,0.03849242429904148,1,252,6171,1655,7574
2717,18,21888.712608856902,0.0027271042574715854,1,629,18208,1483,19062
2718,45,25546.65007271725,0.22122960193218694,1,228,8892,1340,10004
2719,18,33846.22960702799,0.05124328097213014,0,34,0,0,-34
2720,50,36134.91459389189,0.12532207264876793,1,47,5462,1410,6825
2721,27,23597.450950229548,0.07117960861529364,1,20,9189,2728,11897
2722,29,34577.94964753487,0.10397836131180897,1,1326,17007,2061,17742
2723,72,59441.27247590112,0.20029163940394926,0,35,0,0,-35
2724,31,58324.00607697793,0.1554406153796318,1,399,5261,1933,6795
2725,26,20186.653740640715,0.3029192874960303,0,0,0,0,0
2726,39,22979.749399749406,0.0812707591894303,1,1229,6755,1421,6947
2727,35,24763.592251116323,0.2079695607872487,0,0,0,0,0
2728,68,20118.7972855952,0.08649597623485852,1,568,8748,1633,9813
2729,55,23260.93791292646,0.05793350533157489,1,89,31221,1677,32809
2730,21,26276.189239003153,0.08672848512418369,1,181,5664,1487,6970
2731,57,22316.22986765323,0.09103639261394299,1,360,7059,1506,8205
2732,22,22132.254261028622,0.16678373303191008,1,526,8075,1580,9129
2733,65,24185.20613396541,0.003883486024885947,1,337,16865,1846,18374
2734,24,24615.647953458636,0.03614063470967185,1,142,5630,1393,6881
2735,57,23054.68134910479,0.09936083740835118,1,454,8732,3301,11579
2736,44,29247.274328497235,0.36431947397803105,0,22,0,0,-22
2737,18,26083.2105022609,0.4940820696350015,0,69,0,0,-69
2738,62,38207.09674496463,0.02915502033859256,1,301,22660,2220,24579
2739,66,24203.238700753514,0.0030104956426093565,1,1308,15938,1595,16225
2740,23,28603.461413386398,0.2547276769818915,0,57,0,0,-57
2741,28,20188.239428057914,0.040428710379483264,1,381,5788,1540,6947
2742,57,24881.808511440286,0.18115683831577548,0,79,0,0,-79
2743,19,32874.08907692459,0.018488527687814043,1,268,5722,1596,7050
2744,30,20196.14890030689,0.0011416422131555048,1,120,5485,1633,6998
2745,46,31746.44684042807,0.09019106517617494,1,1000,16840,1520,17360
2746,64,55943.694648678305,0.08659270530951643,1,568,30299,2955,32686
2747,61,32019.059115996366,0.16050470904162017,1,476,6790,1939,8253
2748,31,44840.80181907423,0.004310529421225477,1,585,15950,1461,16826
2749,18,21187.807793480126,0.0012132814773679122,1,335,6331,1523,7519
2750,73,21100.712716191094,0.10453243490410599,1,1339,34665,2067,35393
2751,64,23105.10279784998,0.16889202195224398,0,47,0,0,-47
2752,44,20704.693448365004,0.04314891955811815,0,56,0,0,-56
2753,31,20046.748063310668,0.3227792825455647,1,156,21446,2049,23339
2754,29,48095.08864372612,0.005960774515121992,1,274,5722,1549,6997
2755,70,22660.394339310762,0.026262524885905948,1,425,5661,2572,7808
2756,34,38902.814334403425,0.031246170000574388,1,100,6683,1430,8013
2757,22,63283.189012488416,0.026926051847559886,1,969,8357,2976,10364
2758,30,22057.84234682273,0.04334901074617789,1,110,13402,3656,16948
2759,18,40830.15369401962,0.06795754393011126,1,365,11591,1344,12570
2760,36,27051.27899699327,0.06953381564889317,0,49,0,0,-49
2761,68,23117.96704300566,0.03634714266250735,1,565,8095,1422,8952
2762,52,23018.578184573344,0.09070928806685696,1,1198,11010,1846,11658
2763,21,26172.457589712973,0.13050899845849973,0,16,0,0,-16
2764,71,27300.645145358365,0.026641569648677893,1,338,6894,1424,7980
2765,23,24282.015628465462,0.2542960457030828,1,280,8546,1989,10255
2766,46,29527.503483386194,0.15994584337922133,0,5,0,0,-5
2767,61,30564.958813768422,0.23491231620748623,0,77,0,0,-77
2768,38,31530.566472293,0.25142967871491895,1,225,11524,1414,12713
2769,20,22725.047706066754,0.4463806764969547,1,718,7940,1735,8957
2770,54,24003.743411540505,0.05133712511224341,1,792,9457,1948,10613
2771,57,21228.19874759688,0.0423837664329645,1,737,22460,1789,23512
2772,21,27749.332449482918,0.003605103533180011,1,164,8742,1464,10042
2773,55,26227.739962338946,0.0372386408568385,1,131,6157,1441,7467
2774,68,20542.461034775602,0.20680328093086833,0,24,0,0,-24
2775,75,21070.57637513924,0.24867560584967094,1,769,5402,1562,6195
2776,19,39737.9031236495,0.008817386754768916,1,164,7025,1389,8250
2777,49,28606.683375867207,0.18399120858990578,0,96,0,0,-96
2778,40,27861.297049633627,0.00934160002938015,1,95,8682,1411,9998
2779,65,20872.694809612833,0.1690254739878229,1,764,8321,1686,9243
2780,34,24776.78473722981,0.04702437007809805,0,75,0,0,-75
2781,18,61607.23255887599,0.096189311311615,0,56,0,0,-56
2782,28,32510.193453741504,0.39258012946892934,0,0,0,0,0
2783,20,23844.303627100286,0.03261182390912603,1,235,5595,1708,7068
2784,20,35302.40506762658,0.033719372962776974,0,136,0,0,-136
2785,43,27765.435425197025,0.056443582686004884,1,307,29290,1842,30825
2786,57,23318.977827784725,0.15008360824678707,1,833,6031,1404,6602
2787,44,24639.90536502026,0.04052521408924794,1,216,12917,1589,14290
2788,30,20624.13553474184,0.013611223464766842,1,91,9022,2031,10962
2789,39,37270.47475958352,0.4876522030696349,0,17,0,0,-17
2790,69,27226.916983868756,0.008817847130340029,1,517,12879,2532,14894
2791,35,24729.512083355774,0.11718536753840994,1,808,16205,2334,17731
2792,19,26016.294629682747,0.20041167489708794,1,118,10669,1571,12122
2793,32,21125.399862807342,0.012430067929567098,1,956,6106,1867,7017
2794,66,27746.472096198027,0.030099178309379044,1,354,11972,1848,13466
2795,25,22806.047927880205,0.0337384937760858,1,470,10777,1612,11919
2796,58,24738.42349245421,0.031151737463005952,1,394,9435,1977,11018
2797,69,22211.97415031241,0.05525655395797369,0,30,0,0,-30
2798,63,29807.718722057514,0.0972993908583277,1,769,6083,2303,7617
2799,29,22964.249834783033,0.015795785706523426,1,1128,6225,1549,6646
2800,20,21010.529245671863,0.4841713847635211,1,295,6371,1411,7487
2801,37,20416.55408503453,0.11899199666552437,1,207,5562,2826,8181
2802,18,27560.110943813237,0.04075251253766209,0,19,0,0,-19
2803,19,24374.97252892678,0.05047525488621444,1,406,6377,2065,8036
2804,33,29388.839287089468,0.018033724329138426,1,1112,7054,2161,8103
2805,31,22868.426244833558,0.16257769653217854,1,179,6663,2105,8589
2806,69,25438.264864174405,0.09342805392349025,0,112,0,0,-112
2807,33,20493.181389911068,0.11806968026016446,1,319,11779,2201,13661
2808,37,23373.60032175492,0.0022266749036198934,1,70,7695,1795,9420
2809,24,30643.275591740883,0.046236264386363954,1,400,6001,1573,7174
2810,37,28809.504968541893,0.16823466257205347,0,129,0,0,-129
2811,30,30902.496446486817,0.3216488574061106,1,621,5565,1417,6361
2812,28,21422.677122348567,0.09535625386869837,1,137,45154,2233,47250
2813,54,33659.6944961053,0.0727364123700549,0,6,0,0,-6
2814,59,52608.026783383284,0.17907719939667624,1,236,6654,1563,7981
2815,35,25790.54870386411,0.09010911779684445,1,195,9489,1434,10728
2816,44,32248.500430124437,0.0028455167775541697,1,453,5760,2054,7361
2817,21,34074.2217531667,0.09103732994062308,1,175,5820,1485,7130
2818,38,40660.4401433202,0.0180268175486266,1,1140,5496,1351,5707
2819,61,31606.804066328245,0.03541732572606366,0,3,0,0,-3
2820,18,27142.312004709507,0.016780494054169523,1,833,8598,1563,9328
2821,55,35604.268557281466,0.26823273731092806,1,293,8667,1901,10275
2822,39,27598.828788401835,0.28785794586659524,1,600,39194,2076,40670
2823,74,26258.690825766033,0.06518658608925135,1,334,15698,2689,18053
2824,18,21120.927515319145,0.11376052737677823,1,191,7555,1986,9350
2825,24,22545.206636503844,0.05648630876118233,1,467,7615,1403,8551
2826,29,20020.712703297766,0.03841424819114598,0,33,0,0,-33
2827,19,20254.993076692233,0.15251750609920803,1,831,12449,1452,13070
2828,20,26212.16855381378,0.36478440358835007,1,314,10071,1362,11119
2829,26,22899.885015299198,0.2934699162001016,0,30,0,0,-30
2830,43,23293.43983255716,0.04266901181453321,1,189,5700,1696,7207
2831,26,38198.00091192065,0.11729941133528222,1,1323,7381,1335,7393
2832,48,30029.834860561255,0.04024672155555858,1,3325,8374,1930,6979
2833,34,29630.181892066867,0.5053351366198114,1,1248,5919,1762,6433
2834,48,34466.636591933995,0.003231443786015701,1,285,11653,2315,13683
2835,19,32393.132456519175,0.10870759028971551,1,177,8251,1879,9953
2836,58,22122.63165349179,0.17713575525577124,0,59,0,0,-59
2837,39,30868.647247329,0.06800459572898686,1,18,19236,1754,20972
2838,26,25785.7100856492,0.1013044004060995,0,15,0,0,-15
2839,35,37262.03818529904,0.041673450545107606,1,28,5986,2148,8106
2840,58,24539.644735038906,0.19677259819697424,0,3,0,0,-3
2841,51,23908.089327031048,0.013098820658157635,1,81,5821,2325,8065
2842,73,23915.323032325003,0.43504882238451126,0,18,0,0,-18
2843,52,27154.430746775994,0.448915230371388,0,30,0,0,-30
2844,44,48780.76103954495,0.20088869442392837,1,1141,5264,1699,5822
2845,34,21667.929482236344,0.13055269808135128,0,21,0,0,-21
2846,66,21311.872486157048,0.1659612755307222,1,592,6841,1366,7615
2847,23,27649.740106876838,0.03620169271085592,1,233,5809,1338,6914
2848,67,20943.46444562341,0.07819311464791832,1,333,7697,1354,8718
2849,46,23639.876432131525,0.0019902262948092854,0,37,0,0,-37
2850,57,24621.374250798643,0.11526413471549238,0,5,0,0,-5
2851,23,21962.650690689126,0.4479563955605917,0,66,0,0,-66
2852,36,55640.16875424429,0.05726942013150918,1,284,9855,1581,11152
2853,20,31043.131758968142,0.033566389340955266,1,1103,26273,1775,26945
2854,32,90769.1498754116,0.4349904187584752,1,291,8722,1593,10024
2855,21,26222.207023663803,0.075319027367601,1,323,5725,1757,7159
2856,60,35409.502676499644,0.21396765427142023,1,655,28046,1519,28910
2857,72,21395.076150232835,0.045995850272575266,0,0,0,0,0
2858,20,20300.6737199176,0.07565780325482244,1,163,8736,3222,11795
2859,33,26106.78734206881,0.1578712411155832,0,4,0,0,-4
2860,21,24053.39438136037,0.1445780416129912,1,400,7331,2781,9712
2861,41,21519.699308043386,0.2406517409680996,1,181,5568,2317,7704
2862,22,27670.559786609065,0.0864647640143193,1,494,5561,1959,7026
2863,24,44241.337571956436,0.16761131269896873,0,196,0,0,-196
2864,36,32692.75122905846,0.14790885373520066,1,347,5936,1424,7013
2865,45,28369.413196290898,0.10314670207242545,0,103,0,0,-103
2866,41,33545.80229559289,0.041529195597200745,1,49,5278,3751,8980
2867,62,32795.85056487253,0.009078116247871517,1,1720,5520,1900,5700
2868,25,35784.86043765189,0.22127386406240224,1,84,6022,1350,7288
2869,33,23024.42347413729,0.16608040170983845,1,315,14048,3049,16782
2870,20,25114.49873709271,0.08753755933969455,1,386,39183,1777,40574
2871,46,26235.623228239685,0.13476581168677865,1,1296,17450,3091,19245
2872,24,22456.240679325652,0.011042410282302701,1,244,16851,1473,18080
2873,30,20297.08552968669,0.13239091766838398,1,323,6014,1807,7498
2874,54,33122.24214875811,0.2506649842840314,0,13,0,0,-13
2875,20,25650.418862630664,0.013512667500550727,1,785,6117,1356,6688
2876,44,27304.25398427556,0.031352138477837056,1,151,6288,1785,7922
2877,66,23426.22117122346,0.10038801408266186,1,336,6062,1892,7618
2878,61,34485.520874763046,0.039654207280182034,1,2320,9039,2210,8929
2879,23,23374.248882784195,0.1692393382279826,1,79,9665,1409,10995
2880,20,20464.67243814716,0.2916297888167342,0,8,0,0,-8
2881,37,23461.21311963063,0.2623179338358672,0,93,0,0,-93
2882,18,21762.076327223658,0.015286571411807191,1,359,5940,2355,7936
2883,52,22466.7207893835,0.059417596166603706,1,44,7517,1389,8862
2884,38,20242.841177822127,0.03267208947025871,1,376,8146,1587,9357
2885,24,24906.929749600644,0.11687000710853779,1,336,5604,1391,6659
2886,74,21756.601930058318,0.11632693161914093,1,468,6975,1491,7998
2887,47,29561.61942264711,0.05240700476968076,0,37,0,0,-37
2888,74,20970.836664081806,0.11206157719286408,1,265,5444,2543,7722
2889,27,153394.3783019908,0.23065466905665277,0,215,0,0,-215
2890,29,27225.26229187677,0.17117537527363483,1,55,9235,5598,14778
2891,20,20684.42560835621,0.05918715922628749,1,539,8324,2992,10777
2892,43,20344.622874382363,0.15965238099122744,1,2712,11084,3441,11813
2893,52,27051.784898931204,0.06565675279735397,1,107,16173,1385,17451
2894,49,40774.610020515516,0.016992335123483412,1,623,6082,1340,6799
2895,51,20367.053148959996,0.08503420347365391,1,348,5812,1342,6806
2896,74,42520.87988658935,0.4181673919114469,1,1533,6267,2300,7034
2897,71,25182.59110925541,0.044201482872841265,1,149,8131,1464,9446
2898,37,20589.794841078554,0.19945483459819704,0,121,0,0,-121
2899,23,20364.597709418325,0.057384423601448124,1,354,13338,1342,14326
2900,29,20629.753468486684,0.023336285750166722,1,684,8678,1801,9795
2901,33,31007.06448631735,0.01615055643999865,1,123,7740,1355,8972
2902,48,34826.3399400151,0.07371048108620046,1,304,13037,1362,14095
2903,53,20564.53021206835,0.23977923527187506,1,293,5326,1472,6505
2904,38,39866.45625434265,0.04447797891249478,0,29,0,0,-29
2905,39,23970.978451682153,0.10979937017542352,0,40,0,0,-40
2906,37,41969.17389677266,0.006729867570544719,1,244,8875,1408,10039
2907,59,35552.95898130918,0.09171226179456927,0,18,0,0,-18
2908,22,23004.000806020435,0.00840893271813598,1,1050,7922,6652,13524
2909,41,48212.31385079541,0.07531530720154504,1,526,11725,2516,13715
2910,36,39043.49216049733,0.1383726597966135,0,39,0,0,-39
2911,49,22017.842719777353,0.06488356581607535,1,526,5284,1441,6199
2912,41,33967.50859446489,0.030793761377219096,1,918,5921,1466,6469
2913,41,89663.56629146835,0.15474325177791662,1,584,6284,2084,7784
2914,19,27512.27245567791,0.23082807510318154,1,386,6023,1618,7255
2915,31,20189.622201376256,0.08666537098835707,1,250,15377,2098,17225
2916,39,20242.02427720331,0.04359972410731526,1,541,5383,1772,6614
2917,37,55456.28326644483,0.05699527925918176,1,438,5580,2518,7660
2918,20,30014.575113095234,0.027288739156418267,1,117,6891,1629,8403
2919,49,30772.30533802765,0.0037978506703795325,1,1228,7893,1745,8410
2920,20,25789.016423308636,0.010007746392182802,1,438,6500,2994,9056
2921,28,36968.10829956132,0.06991641835985161,0,33,0,0,-33
2922,68,22101.036167457343,0.005116638153714126,1,340,157704,3334,160698
2923,22,23390.711317076017,0.11636836762588829,0,55,0,0,-55
2924,18,35845.39051992325,0.14792742238368392,1,755,9583,1344,10172
2925,43,27086.116696576013,0.03163360730085705,1,382,7721,1346,8685
2926,72,23706.801118895673,0.1500625634024015,1,645,5326,1427,6108
2927,26,21015.6774242349,0.17124234521140816,0,134,0,0,-134
2928,53,24600.27144603489,0.1402417245417746,1,146,6008,1841,7703
2929,45,38179.981378640456,0.06343338500252309,1,255,8201,1766,9712
2930,32,20025.060217112074,0.21398019495114692,1,316,14780,2050,16514
2931,29,22142.30539609336,0.11226389123775701,0,150,0,0,-150
2932,37,21272.056275222967,0.05262563510191282,1,612,7927,1880,9195
2933,25,39827.44864926827,0.18570790080754537,1,877,7435,1553,8111
2934,41,27682.288238968562,0.07246223753489626,1,216,34353,1412,35549
2935,50,27638.546780237815,0.13999609170055693,1,81,5667,2059,7645
2936,30,20397.961530995966,0.023915830634053923,1,518,8531,1680,9693
2937,30,23406.952952475036,0.17345247489312118,1,314,6698,1969,8353
2938,48,21657.360525452306,0.12654856219885177,0,4,0,0,-4
2939,28,23541.73789599126,0.3743968325991073,1,289,25986,1999,27696
2940,22,23644.179852411467,0.10200813413263356,0,14,0,0,-14
2941,42,25819.392466949314,0.13556492593866412,1,59,9045,1713,10699
2942,18,23753.824706748568,0.032783131336728125,1,1743,5337,1527,5121
2943,23,42556.26553230364,0.12692318527488455,1,92,9541,1811,11260
2944,20,79195.30094302056,0.059798798379875534,1,531,10592,13553,23614
2945,38,22319.072796943685,0.0061453704259772915,1,764,10533,1693,11462
2946,68,20862.227795882325,0.07080048214435557,1,212,5841,1467,7096
2947,61,31699.54129269649,0.11105957644799871,0,108,0,0,-108
2948,22,21142.586214055416,0.045472626839411744,1,912,5527,1959,6574
2949,70,38276.274410276805,0.2210663152179407,0,33,0,0,-33
2950,29,24595.850784274433,0.14263171414043502,1,57,8655,2001,10599
2951,30,25474.794803193003,0.06625700015996044,1,85,11008,1897,12820
2952,49,28978.140522354384,0.1659332071128655,0,42,0,0,-42
2953,24,27902.456710993174,0.02060096320926128,1,316,7433,1700,8817
2954,21,27508.322210980066,0.0980726471317818,1,1240,6416,1608,6784
2955,45,20628.411810859034,0.04937670350805353,1,371,6059,2977,8665
2956,43,20567.500785389962,0.33941702116215633,1,836,6750,1969,7883
2957,29,24837.338206419387,0.057244143854821405,1,107,7159,1647,8699
2958,42,39980.82798574144,0.09194811769631107,0,148,0,0,-148
2959,50,27625.93756120244,0.0711703735838947,1,70,63464,2163,65557
2960,39,20705.538815516804,0.07864641911477391,0,9,0,0,-9
2961,28,34603.36087907524,0.007569476166081053,1,856,6239,3647,9030
2962,53,60635.7167312755,0.4012457567750124,1,423,12480,3291,15348
2963,46,21511.993284207834,0.42918671889513926,1,1447,12736,1715,13004
2964,21,33884.97990770697,0.23376527564182137,1,697,8293,1408,9004
2965,44,23002.5140193466,0.02856221437584844,1,411,5862,1478,6929
2966,48,45566.74450590836,0.06762154097337889,1,211,5592,1562,6943
2967,28,20992.122072050504,0.15969071341662347,1,262,8114,1392,9244
2968,71,23244.903498728,0.008172518005188747,1,85,63600,3022,66537
2969,27,101024.95591869074,0.14080953194622725,1,312,5889,1543,7120
2970,36,56341.483663792846,0.07615071613436805,0,25,0,0,-25
2971,26,38773.49945841376,0.16773065558679362,1,799,6871,2064,8136
2972,64,20917.706798084,0.002977988831301403,1,174,17871,1676,19373
2973,44,43214.41342347952,0.13206507145488366,1,435,8882,1635,10082
2974,22,25480.226993195298,0.16367123192975985,1,575,19554,1479,20458
2975,56,27443.38262238464,0.3837239119992166,0,72,0,0,-72
2976,34,23910.512862413227,0.04150666004812924,1,891,18551,1416,19076
2977,18,20029.0424185978,0.011325537615686063,1,1814,13455,1868,13509
2978,46,23114.77120451877,0.05047141013217505,1,1623,10132,1675,10184
2979,34,23089.063584425032,0.14721239420352542,1,619,5558,1719,6658
2980,34,23224.170488676496,0.09636722211292878,1,49,24840,1724,26515
2981,51,21050.719658254347,0.11493305137445707,1,412,5764,1985,7337
2982,31,22442.813883854757,0.019438966708253323,1,569,9412,1388,10231
2983,27,20053.35354471989,0.02313428895270389,1,496,8650,1602,9756
2984,49,47183.94189351021,0.37395218059764634,1,621,10732,1424,11535
2985,41,24068.263243701396,0.11467131638496275,1,1206,6101,2134,7029
2986,39,20368.022801418043,0.22128247282602242,1,424,5683,1691,6950
2987,47,25901.231640997314,0.005432951342032165,1,1973,9082,3179,10288
2988,32,24781.343947259415,0.03603062783593745,1,1785,7690,1612,7517
2989,56,20648.2688717877,0.10055808674333779,1,1259,5913,2063,6717
2990,26,21333.642323070435,0.007157576064819555,1,610,12025,1422,12837
2991,29,24820.464320874977,0.08911720068465465,1,122,6945,1463,8286
2992,34,45875.94392136251,0.014374752414610292,0,2,0,0,-2
2993,50,34638.38205710777,0.15265915562523807,1,379,7070,2116,8807
2994,18,41669.76977261313,0.011619256584304096,1,35,6968,1388,8321
2995,19,32162.056502533902,0.001914496650151532,1,952,8208,1472,8728
2996,66,37041.97998315322,0.004026765409405775,1,614,5392,1639,6417
2997,58,44238.28752877096,0.20100999404602038,1,281,19004,1626,20349
2998,21,20412.292850574457,0.2211782343957844,0,55,0,0,-55
2999,26,42684.82122907912,0.1341181040320331,0,77,0,0,-77
3000,28,86206.15072243217,0.038638221588831005,1,160,8446,1449,9735
3001,31,23278.461314535445,0.02655879448806009,1,431,24091,2597,26257
3002,25,23579.71377702707,0.1466525878632115,1,337,7880,2543,10086
3003,51,33620.60482008082,0.07677612994455085,1,187,5445,1859,7117
3004,23,27170.399803713124,0.3069269433389393,0,128,0,0,-128
3005,74,27227.093008358897,0.06985257980744525,0,23,0,0,-23
3006,45,20407.971124464424,0.015312865566516305,1,199,6283,1422,7506
3007,72,22349.314884691757,0.09151368147863521,1,1873,7946,1382,7455
3008,35,29649.14585103694,0.27800724986491593,0,199,0,0,-199
3009,34,21353.875199795424,0.06311244852315524,1,196,5412,1440,6656
3010,34,34410.59697996087,0.26475967327340283,0,28,0,0,-28
3011,62,21282.200848883003,0.3249073221404987,1,634,21394,1683,22443
3012,28,26147.159784790758,0.04359113482404472,1,998,7705,2030,8737
3013,44,22243.298112555618,0.30008284813434105,1,271,5601,2266,7596
3014,25,21984.311296825083,0.06457720356144044,1,650,6736,2409,8495
3015,21,24339.668483904465,0.038676998535349144,1,137,5938,1415,7216
3016,32,24098.18904947573,0.40222509487494507,0,38,0,0,-38
3017,23,29708.069282425196,0.16233532244163246,1,264,5551,2412,7699
3018,36,23742.97576887129,0.06155019065897341,1,1004,5551,1361,5908
3019,26,35249.560017609234,0.12296906229929594,0,45,0,0,-45
3020,60,26438.68256224573,0.006656942840030158,1,980,6089,3466,8575
3021,19,20358.4629220181,0.255239620102813,1,386,6675,1556,7845
3022,20,23272.691244692156,0.11488014949921616,1,464,6028,1578,7142
3023,49,23830.1590528334,0.015563739819773277,0,85,0,0,-85
3024,30,29708.522079655708,0.3241198430702084,1,857,40316,1435,40894
3025,52,21738.63894082496,0.05956586142110087,1,427,12745,1346,13664
3026,20,24146.477950384833,0.027361869928529424,0,30,0,0,-30
3027,29,37956.5566122737,0.09624094279417876,1,374,8930,1780,10336
3028,59,23256.463043325602,0.0680268823407696,1,373,7151,1475,8253
3029,71,30223.644359637346,0.019826320152891416,1,232,6624,1342,7734
3030,21,22183.577237614332,0.004657902672140091,1,624,5499,1495,6370
3031,24,24052.77046454919,0.05052513041831363,1,328,6485,1592,7749
3032,45,50334.64994664891,0.03257932749926752,1,318,10841,4902,15425
3033,61,32466.11987336592,0.27312398170656627,1,272,6624,2323,8675
3034,29,26076.79727943069,0.07772192340145768,1,612,5529,1554,6471
3035,57,20022.84520487829,0.033759475839467444,1,562,5688,1559,6685
3036,18,25268.559740639103,0.03856554935060539,0,9,0,0,-9
3037,20,28198.16435102427,0.1614124343329257,1,1265,6932,1413,7080
3038,56,27698.727464563806,0.16001352118240147,0,2,0,0,-2
3039,19,40104.97128519329,0.1501399593827369,0,18,0,0,-18
3040,57,21415.274487277533,0.04798540848859449,1,1320,9085,1600,9365
3041,59,20629.483782825577,0.06434626693194344,1,331,7102,2230,9001
3042,29,24029.28717661152,0.18237757950410186,1,252,5387,2010,7145
3043,60,59270.96218540765,0.22693343071156238,1,199,5254,1505,6560
3044,38,112847.49527826408,0.06711044463993313,1,647,8475,1384,9212
3045,19,22341.86820077203,0.28064914356457393,1,595,10909,1953,12267
3046,68,37858.83990922207,0.12841094710588163,1,353,8707,1518,9872
