ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
2290,31,42290.20147980813,0.03992030472521328,1,973,5413,1798,6238
2291,63,34080.10347161582,0.14163487117503068,1,161,33763,1760,35362
2292,29,23354.828217524147,0.0510166173605984,1,139,5887,1468,7216
2293,56,35299.429981273526,0.05819766543108376,1,150,5286,1426,6562
2294,53,26966.700306813167,0.5532057056693022,0,1,0,0,-1
2295,22,34248.800640019304,0.04467370248796311,1,37,11325,2586,13874
2296,36,22746.18597846412,0.10791391096670033,1,1499,5359,3818,7678
2297,19,22570.251725878305,0.09179797888965616,1,1756,12174,2004,12422
2298,20,30293.86294264308,0.2735252555001763,1,391,6563,1955,8127
2299,36,24177.924998653427,0.05694739774843329,1,1421,7136,1738,7453
2300,25,24394.854028620473,0.5130842658784769,0,23,0,0,-23
2301,27,30675.552473617292,0.15029101873277598,1,51,5999,1561,7509
2302,29,59371.969016852556,0.389880443123191,0,163,0,0,-163
2303,19,21340.021271197733,0.16174625104852802,0,9,0,0,-9
2304,30,37041.924650085755,0.08132270520893686,0,32,0,0,-32
2305,32,22165.13281206648,0.052786732371111644,1,217,6253,1432,7468
2306,21,25311.071916496116,0.0559762810637041,1,242,7758,1336,8852
2307,22,30302.749590265495,0.15382284663190537,1,301,7473,2175,9347
2308,44,20969.47392270386,0.21239812033979805,0,24,0,0,-24
2309,19,58825.18754175234,0.08775384820047472,0,27,0,0,-27
2310,31,68011.838021463,0.09960492852062906,1,757,5952,1436,6631
2311,22,27227.96210893865,0.1035872881687278,1,67,8151,1357,9441
2312,27,32632.56675959109,0.07550174647059157,1,605,5972,1577,6944
2313,18,27659.936733945473,0.1792763951459377,1,509,6454,1356,7301
2314,39,29173.5344701205,0.09084353653513466,1,409,6202,1987,7780
2315,38,21274.19530590072,0.10580714080317273,1,388,5408,2001,7021
2316,45,24991.09358993435,0.3097314653342135,1,775,6200,1399,6824
2317,20,28971.83596888029,0.02414373859103849,1,658,17113,1845,18300
2318,57,20062.606008252682,0.41340607218534925,1,295,6403,2406,8514
2319,27,20018.029014235253,0.20981785509610043,0,154,0,0,-154
2320,27,42157.70488908007,0.24049811219454895,0,251,0,0,-251
2321,19,34632.463459067585,0.12150850647868336,1,1758,33614,2123,33979
2322,30,25203.341215688197,0.2628686856447361,1,793,57803,1436,58446
2323,22,58747.76005381082,0.17899878937479533,1,440,21910,1343,22813
2324,21,29330.208662065306,0.5624123165647696,0,21,0,0,-21
2325,40,41235.483343891334,0.1599199060653588,1,325,9647,1971,11293
2326,19,20025.215484050113,0.21701538244704469,1,989,5545,1942,6498
2327,69,22319.02730296867,0.02336538332099176,1,263,5472,2300,7509
2328,20,22673.625302978802,0.02812047995057055,1,179,6101,1458,7380
2329,20,30658.501859357064,0.1230554808615917,0,54,0,0,-54
2330,21,21994.596853921044,0.058726221609701215,1,30,6767,1738,8475
2331,54,143372.42731476997,0.09386667817935973,1,67,5834,1645,7412
2332,52,20472.71892931968,0.36054080274076644,1,604,9594,1635,10625
2333,37,32171.774782999568,0.33440750351649534,0,14,0,0,-14
2334,18,21610.91313668668,0.2070112650894815,1,2237,7355,1511,6629
2335,19,20266.497529917477,0.08553276079456067,1,444,7350,2707,9613
2336,18,38420.73221526177,0.2567758408310138,1,225,8625,3885,12285
2337,22,22174.25908880504,0.009286210685868572,1,739,5892,1624,6777
2338,52,25353.504613267156,0.21854226168445742,1,119,5297,1510,6688
2339,42,61576.83557896879,0.06783422241464578,1,883,6933,1525,7575
2340,34,43855.11507011324,0.2706129407030119,1,179,5441,2638,7900
2341,34,21900.901157071632,0.1134029530828757,0,34,0,0,-34
2342,40,36536.1933939711,0.2524639649758849,1,580,8812,2925,11157
2343,18,34751.13773337315,0.01917837870588959,1,1451,5609,1990,6148
2344,33,26889.630417810768,0.3756921763257555,0,19,0,0,-19
2345,45,29173.944316898775,0.14640704515631356,1,160,7481,1454,8775
2346,23,30593.6218127445,0.11426315486126894,0,53,0,0,-53
2347,50,23195.212079560595,0.007209616463665447,1,597,9655,1471,10529
2348,52,21202.986176258855,0.052979901906843894,1,250,7845,1373,8968
2349,34,37002.73063667876,0.11209403939652061,1,1333,7626,1405,7698
2350,43,20110.98112809556,0.009863907584622484,0,3,0,0,-3
2351,18,21939.98941492316,0.24967243127453678,1,135,7910,1471,9246
2352,48,30711.084514392383,0.2807025406511015,1,234,8770,1625,10161
2353,60,21079.572117541367,0.1142461720511062,0,54,0,0,-54
2354,67,26944.120242293866,0.12034083615602005,1,395,21264,1430,22299
2355,63,24234.047174025858,0.012268243453427408,1,404,6751,1595,7942
2356,70,21377.168228200633,0.14032102850841704,1,506,32379,1356,33229
2357,56,57906.60634165242,0.2573056038757423,0,25,0,0,-25
2358,50,21418.49525928889,0.1033667699576932,1,239,5697,1479,6937
2359,21,20797.401931993838,0.07853783463907027,1,449,7015,1471,8037
2360,60,34086.61612821825,0.11872617973491867,0,13,0,0,-13
2361,47,28550.431773512908,0.08416501426326568,1,81,5658,2080,7657
2362,41,28358.488402591545,0.11644035289988962,1,456,11643,2797,13984
2363,62,20785.093477373055,0.0999170167806876,1,84,15590,1380,16886
2364,55,21016.00147325508,0.040561499700644474,1,260,12522,1708,13970
2365,46,23015.83832072756,0.07077446467980243,1,1337,12316,2542,13521
2366,72,27439.70879399039,0.21913939353078207,0,26,0,0,-26
2367,36,91015.31494904982,0.3334218875080824,1,413,19377,1464,20428
2368,20,21439.434545941007,0.10799598709481187,1,204,7018,3259,10073
2369,19,24394.83986719395,0.1511299956201403,1,884,5985,1484,6585
2370,68,23274.785687948846,0.022703370755335628,1,1322,16071,1375,16124
2371,24,21808.409250055476,0.09843461223247792,1,606,36077,1604,37075
2372,18,31657.62906893035,0.0036825845210674358,0,9,0,0,-9
2373,61,33179.79524731037,0.1437896598393983,1,648,5612,1602,6566
2374,28,32402.333310754933,0.23131769389137657,0,14,0,0,-14
2375,54,30851.405806994913,0.3764625895400728,1,872,5260,1863,6251
2376,29,59464.71670414982,0.011738551271377318,0,28,0,0,-28
2377,42,21292.29829047997,0.17672209815217732,0,38,0,0,-38
2378,58,31751.692736415403,0.30223461859567685,1,134,7253,1771,8890
2379,38,24129.032851967408,0.2620265877393715,1,119,6223,2041,8145
2380,36,21230.303140752763,0.11708716035720465,0,10,0,0,-10
2381,57,22109.833555448804,0.09139218453623113,1,658,6678,1495,7515
2382,20,28788.559970841452,0.017786501399937378,1,1088,6896,1415,7223
2383,40,25753.166609852226,0.06303097579352049,1,344,21851,1412,22919
2384,19,21480.471446738688,0.016882093910629746,1,426,8289,2316,10179
2385,22,20031.35794364523,0.06173606603501409,1,76,27592,1520,29036
2386,60,25743.61250136066,0.017152781284724274,1,855,6481,1459,7085
2387,26,32125.479119632113,0.43701145462895563,1,342,5247,1575,6480
2388,23,31327.43415715344,0.15382942498495217,1,367,7061,1509,8203
2389,44,31562.709712921824,0.09285242596483878,1,2303,5894,1683,5274
2390,26,33299.52083070877,0.01393030431268532,0,164,0,0,-164
2391,22,23406.900311157653,0.12857874643620376,0,172,0,0,-172
2392,57,20948.99038562392,0.2690734606519273,1,398,8662,1908,10172
2393,31,27936.651748477132,0.018377489547312765,1,406,7219,3623,10436
2394,36,20108.86185096709,0.08364659872027308,1,1180,5269,1897,5986
2395,49,24121.015306549976,0.019754132375949227,1,67,10219,1548,11700
2396,22,20510.00370695895,0.13805468859235662,1,469,9490,1898,10919
2397,18,20832.866688163223,0.4498555550244158,1,666,6687,1529,7550
2398,35,22594.380326709568,0.32579695798953606,0,42,0,0,-42
2399,52,22444.57026738369,0.023656048100115977,1,1389,13836,2695,15142
2400,32,20356.31176187835,0.10024855781364565,1,54,14534,1393,15873
2401,38,27506.610528911362,0.056903261848319314,1,990,6919,1336,7265
2402,73,42026.55996663935,0.22979801592072915,1,173,5356,2695,7878
2403,19,21190.81574300307,0.02804312935000466,1,1363,5629,1340,5606
2404,45,25268.229575040878,0.05457494994268508,1,75,5395,2157,7477
2405,52,20373.12639514891,0.06887809051851314,1,979,7373,3345,9739
2406,22,21312.833930669694,0.32345554870032545,0,78,0,0,-78
2407,72,23126.763160670787,0.022824279378873814,0,15,0,0,-15
2408,23,20063.10137576722,0.0753307457098709,1,789,12925,1397,13533
2409,33,23729.196722618097,0.015458535904711532,1,383,9437,1571,10625
2410,37,23991.016462215575,0.26024548154913574,1,157,11362,1473,12678
2411,29,20024.025339984393,0.25417353571433715,1,1409,10248,2806,11645
2412,18,38179.29140886664,0.044625919103941855,0,19,0,0,-19
2413,56,20840.65400735699,0.044572088543833384,1,756,5834,2290,7368
2414,24,20657.43951829592,0.07568061979117312,1,938,11179,2509,12750
2415,75,29363.30122815912,0.01772647145985838,1,190,5878,1436,7124
2416,47,23126.338300559633,0.07886073852857806,1,439,9601,1793,10955
2417,46,31287.83802623007,0.4405165064475924,1,389,7430,1805,8846
2418,44,30150.66252998738,0.004111189631403109,1,343,6269,2964,8890
2419,59,20674.566427732807,0.09734829781791272,0,75,0,0,-75
2420,22,24696.051823589973,0.09009630343722859,1,2582,15536,1491,14445
2421,30,25546.089732386677,0.027492290280323392,1,356,5712,2834,8190
2422,63,31778.626305730926,0.041958665279223005,0,88,0,0,-88
2423,48,23137.87093442544,0.02055665572832422,1,811,6012,2378,7579
2424,26,25063.034374194125,0.10574352013791992,1,164,6050,1593,7479
2425,47,23674.673995334615,0.002299914122142643,1,141,8250,1461,9570
2426,19,23460.554552966918,0.0013006849363020971,1,250,14474,2951,17175
2427,20,21436.73006981946,0.09758985937938168,1,33,23677,2506,26150
2428,31,38707.32967218678,0.009095417397406482,1,934,5488,1494,6048
2429,23,62317.84076602127,0.002684619228558103,1,864,7297,1852,8285
2430,61,38503.969264133586,0.12730997995126855,1,225,5285,1730,6790
2431,70,20661.580074128335,0.0941960447251861,1,389,15660,1422,16693
2432,42,20180.72886872796,0.10291278915440039,0,52,0,0,-52
2433,28,27889.775049383687,0.14928203950154476,1,441,8944,1341,9844
2434,22,44433.145794388816,0.10277169056955268,1,149,5754,1971,7576
2435,30,25664.028683633194,0.1842283921423792,1,669,6994,1585,7910
2436,21,24638.176831723296,0.05940833053312755,1,757,6288,1675,7206
2437,25,20103.70167017771,0.18912196980252644,0,90,0,0,-90
2438,24,48581.0992309473,0.05402503712916304,1,461,6751,1648,7938
2439,56,22132.829114293196,0.07832684635945411,1,1555,7670,1460,7575
2440,46,26225.1628882781,0.3447404227689053,0,31,0,0,-31
2441,48,20653.29904702006,0.12427411368205894,1,337,5619,1358,6640
2442,47,31740.10673842743,0.03568042876545902,0,186,0,0,-186
2443,32,32451.315547223243,0.03691255930070351,1,199,7060,1386,8247
2444,22,28375.214934358646,0.03974899284509131,0,2,0,0,-2
2445,45,31855.840302042896,0.07647570143118651,1,25,6170,5385,11530
2446,19,26314.56153600145,0.011192910560797421,1,703,5291,1367,5955
2447,60,59909.11266166152,0.060273385128067604,0,13,0,0,-13
2448,35,23516.526785706526,0.03688842687879578,1,2139,5931,1713,5505
2449,18,26092.637218678876,0.08565475095892906,1,1825,5278,1471,4924
2450,19,25901.51608144951,0.2808882541379993,1,591,6095,1920,7424
2451,22,24261.679382749368,0.04622102197564277,1,549,5824,1779,7054
2452,50,21935.792497519837,0.2159725749567801,1,226,6126,1567,7467
2453,75,60096.65921064546,0.1623607238328894,1,172,6398,1794,8020
2454,46,33756.69262373917,0.05547916323280579,0,108,0,0,-108
2455,50,27772.806998613236,0.014095611538898925,1,295,5646,3230,8581
2456,38,42260.35493708351,0.0561431546577085,1,396,7564,2129,9297
2457,64,21187.081241076536,0.058438928732952755,1,320,6919,1361,7960
2458,70,23261.543401132913,0.04376529328995047,1,205,5510,1376,6681
2459,67,20799.382401977102,0.06994813835969592,1,337,6306,1813,7782
2460,53,30627.76236809839,0.21140357879845534,1,321,16899,3768,20346
2461,20,21689.663829986395,0.015905945828074818,1,440,5300,2399,7259
2462,33,25184.69874708235,0.052646897510193656,1,454,11261,1779,12586
2463,39,21772.12028384191,0.0632647955598146,1,123,6724,4029,10630
2464,18,22181.906889675593,0.03851223152776951,1,182,25885,1804,27507
2465,29,25101.80749398572,0.12147330398074364,0,40,0,0,-40
2466,27,64346.912254381576,0.07369073486233384,1,483,5376,1787,6680
2467,19,22617.114782935347,0.06819598578458569,0,27,0,0,-27
2468,18,21162.871653393562,0.006345342398047285,1,137,7333,1839,9035
2469,74,28514.73586640878,0.15076658687176528,1,370,9147,1380,10157
2470,52,28267.324147500713,0.18108840901499237,1,25,8179,1437,9591
2471,25,35836.66710826943,0.29855947105858416,1,663,6010,1511,6858
2472,24,34768.01526629968,0.046202411035205206,1,121,6567,1428,7874
2473,45,22323.86436723985,0.11229036925107812,1,604,11726,1843,12965
2474,22,20231.999598533817,0.5942058814100859,1,192,7604,1435,8847
2475,46,25520.60263201615,0.1614881407711981,1,241,27228,3329,30316
2476,28,29243.50115658302,0.10279350647133283,0,39,0,0,-39
2477,61,20106.281261124757,0.1628905075658457,1,291,21563,5078,26350
2478,29,29953.612656902184,0.09191085968939011,0,4,0,0,-4
2479,41,25684.585045284806,0.019285051669543026,1,746,8137,1589,8980
2480,22,20717.69483270803,0.08461808953039643,1,469,18750,1657,19938
2481,50,24147.38608675005,0.001062884171520338,1,10,5545,3138,8673
2482,62,21579.210522073692,0.18233525604300574,1,369,15841,1736,17208
2483,50,28030.346840773003,0.2828588775306262,1,290,6454,1578,7742
2484,44,25443.680945560158,0.22314095327546213,1,1749,5256,1392,4899
2485,28,25826.68833674946,0.09593437554095004,1,983,9404,1498,9919
2486,49,29183.312316602725,0.010382536951055711,1,197,8358,2164,10325
2487,36,20526.31667876999,0.2604640378034629,1,686,9113,1432,9859
2488,49,21355.8929711601,0.1002603985925178,1,879,6994,5141,11256
2489,45,23738.36630430939,0.042879697226951646,1,435,9032,2913,11510
2490,64,43183.23583484153,0.12186910501472886,0,19,0,0,-19
2491,28,23973.223439462035,0.05680001187278296,1,223,12295,1784,13856
2492,25,21810.711675102673,0.021717151839928613,0,46,0,0,-46
2493,58,135873.42271179977,0.04720438415361798,1,2609,13342,4873,15606
2494,20,20687.062346531497,0.007568277517583664,0,89,0,0,-89
2495,45,23849.060020137575,0.42713808629640804,1,647,7216,1556,8125
2496,23,40787.18720493452,0.0857393922758173,1,501,6706,6235,12440
2497,40,23461.825418773606,0.14465677929997642,1,218,6155,1397,7334
2498,54,20374.220180100285,0.019877383995470913,1,199,19018,1584,20403
2499,19,52753.71859101867,0.1267800163992481,1,1007,5557,1531,6081
2500,49,27722.26232847656,0.007614382739590761,1,456,6043,1918,7505
2501,24,20912.65848284871,0.20336680752902464,1,19,5438,1604,7023
2502,24,26210.650182913294,0.07837506332319596,1,379,8591,1365,9577
2503,20,57240.879809708415,0.01128081142963441,1,1162,6792,2518,8148
2504,47,25909.063660257212,0.060109966419289944,1,644,7255,1545,8156
2505,40,21757.61872728918,0.1748678806730212,1,90,9997,1756,11663
2506,23,47342.055844364855,0.0005214186684220684,0,8,0,0,-8
2507,61,62479.318222856375,0.06997813402574617,1,1533,6290,2206,6963
2508,28,20059.76163040542,0.16790544539301158,1,946,12721,3351,15126
2509,34,20078.290080094226,0.47633656252649426,0,69,0,0,-69
2510,60,34260.10929716453,0.13160089179303078,1,138,5709,1906,7477
2511,21,28069.56162592956,0.23970687972269916,0,43,0,0,-43
2512,63,25925.72224563732,0.13434103220717974,1,907,36198,1659,36950
2513,25,21326.558944596207,0.18049672381282644,0,21,0,0,-21
2514,24,62576.06669832142,0.02554662227159111,1,778,5804,2114,7140
2515,35,24323.48972049553,0.10554029742563954,1,1213,5841,1869,6497
2516,43,20440.89523209027,0.13144007928632143,1,614,6184,2116,7686
2517,39,38452.383104089306,0.6637544486951972,1,179,5651,3259,8731
2518,21,28821.29183490336,0.026783149755630592,1,551,15906,1380,16735
2519,63,30215.08386564619,0.14732148580537724,1,570,10735,2212,12377
2520,30,22279.141962394802,0.18932372779612658,0,13,0,0,-13
2521,35,21496.17659000809,0.18814129485385422,1,524,18809,1370,19655
2522,56,23496.445145173795,0.14592658441213435,0,52,0,0,-52
2523,36,25387.997091573903,0.02929969518124746,1,777,14840,1441,15504
2524,21,29974.794775079783,0.022331181741360295,1,840,13441,1592,14193
2525,24,35309.67487878946,0.10626423346381293,1,998,10471,2848,12321
2526,61,26111.124223163228,0.23864806894646248,1,245,8879,1531,10165
2527,24,30142.21870813749,0.04036591687571917,1,988,12682,2029,13723
2528,28,20349.557153442187,0.05155869101861836,1,1606,6214,1458,6066
2529,48,24909.785567022103,0.09185182715491533,1,1072,13007,1432,13367
2530,29,25977.728076317682,0.009219139034354003,1,985,8173,1720,8908
2531,39,25390.932050728523,0.026686581302254014,1,297,5617,1487,6807
2532,28,22866.453646725353,0.0007654824087379513,0,17,0,0,-17
2533,24,26263.352873054355,0.0441088025422036,1,455,7810,1993,9348
2534,20,23003.425205016352,0.18595860604360454,1,272,9116,1995,10839
2535,44,25345.681824217438,0.21616987829662965,1,1267,9064,1348,9145
2536,30,23904.57594192949,0.22445330338685424,1,79,9054,1475,10450
2537,58,21354.01393856858,0.07008677985603053,1,784,6910,2853,8979
2538,38,31943.329887585533,0.20346567774272944,1,1365,7396,1587,7618
2539,28,22222.238829088637,0.016856194004703957,0,38,0,0,-38
2540,53,26651.204617273444,0.02199948865746939,0,50,0,0,-50
2541,34,24142.1169920779,0.08754369218272563,1,369,5375,1715,6721
2542,60,31158.254426939424,0.2813610355302524,0,32,0,0,-32
2543,27,21021.609708367985,0.007744427841942643,1,527,8497,1340,9310
2544,20,25329.114314512022,0.10865148192799784,1,724,40193,2498,41967
2545,31,21376.07181266755,0.04379893173259248,1,632,7108,2242,8718
2546,45,20771.247897869056,0.031760252895841945,1,1566,5288,1755,5477
2547,21,32466.63288373653,0.0012866262790876932,1,601,25953,1401,26753
2548,61,38837.84473932239,3.890327097138721e-05,1,2290,6476,2001,6187
2549,22,23932.58041322243,0.10711373117840718,1,505,8549,1480,9524
2550,38,20180.66573790164,0.2522699157003776,1,403,9830,1523,10950
2551,31,32222.301602661373,0.1766228578663608,0,4,0,0,-4
2552,28,24087.346162826383,0.2826077318249408,0,21,0,0,-21
2553,23,29147.336929289257,0.18053592672686272,1,77,9211,1534,10668
2554,23,24251.99825008172,0.027159488921163426,0,5,0,0,-5
2555,32,24951.72870867045,0.20736842027145796,0,35,0,0,-35
2556,27,27997.126847680756,0.33635505589425174,0,3,0,0,-3
2557,47,43325.527124668806,0.053452901657059224,1,213,10073,1352,11212
2558,26,33295.859871245564,0.06077979351177478,1,203,16018,1872,17687
2559,44,51276.12721073638,0.009293747434904985,0,73,0,0,-73
2560,44,29665.5689277486,0.014316571773305259,1,1715,5723,1339,5347
2561,35,32273.265295970283,0.07449410698246846,0,18,0,0,-18
2562,24,20225.680138512562,0.02611259958403343,1,445,6558,1376,7489
2563,55,26786.412457992123,0.016221984199299853,1,675,5955,1347,6627
2564,49,22736.679437220377,0.06329650137438143,1,926,5816,1631,6521
2565,54,26569.55800358323,0.05444067113073141,1,2067,8415,1623,7971
2566,32,20356.056813645442,0.006901831646431187,1,272,5358,1382,6468
2567,36,28862.576020457363,0.049369835527119744,1,1759,6845,1704,6790
2568,19,27418.77038510883,0.005868885888685709,1,236,10289,1494,11547
2569,37,34435.77046993635,0.012508353592750075,0,32,0,0,-32
2570,29,67068.17785796695,0.0027512432149848333,1,233,6481,1414,7662
2571,73,29201.467318834915,0.0376788177100846,0,80,0,0,-80
2572,73,33298.54461994334,0.36426872692555873,0,169,0,0,-169
2573,42,23726.08298686327,0.01970178434913591,1,266,5441,1552,6727
2574,40,21503.786469351035,0.0219303068848498,1,995,6529,1698,7232
2575,36,24925.99610493771,0.48822031021922907,0,60,0,0,-60
2576,51,27129.228790494,0.013661684352276795,1,983,6708,1859,7584
2577,23,21517.173044863714,0.40558362077274596,0,45,0,0,-45
2578,19,20971.34310023469,0.2164568275446993,1,1214,126984,4200,129970
2579,24,35079.77227536827,0.10826536315255351,0,4,0,0,-4
2580,23,28289.311407281402,0.0009850828838349366,0,96,0,0,-96
2581,33,20571.65075466556,0.06022282487832894,1,511,6900,1497,7886
2582,26,21407.630862551727,0.07223805511551912,1,587,5588,1512,6513
2583,19,25971.604543761023,0.11006180850487768,1,1076,10999,1388,11311
2584,63,28198.08067214424,0.04332778248657584,1,139,5817,2271,7949
2585,29,20352.32320740278,0.058931709314965504,1,561,6942,1812,8193
2586,32,40069.985465451755,0.006052762880764848,0,2,0,0,-2
2587,72,24177.343429112647,0.07687906653172452,1,564,16698,1391,17525
2588,22,36266.47459340171,0.032002511866314295,1,344,11571,1350,12577
2589,58,46388.25469114071,0.1423473331752885,0,28,0,0,-28
2590,22,42975.54022197261,0.1900780540450439,1,424,6431,1819,7826
2591,23,23569.40414829877,0.026094579289574104,0,49,0,0,-49
2592,60,108605.29026872716,0.07711331451250263,1,409,5851,1755,7197
2593,18,44838.275363608365,0.06519492833562857,1,250,5478,1551,6779
2594,51,21684.22642747588,0.048652108105064255,1,295,5803,1933,7441
2595,64,48089.974001310155,0.09667844142522841,1,1689,5886,1474,5671
2596,69,20971.75991945603,0.01500430796490976,1,301,8108,1660,9467
2597,20,25152.95839591832,0.02441231011391265,1,686,8313,2265,9892
2598,22,25954.29096518556,0.01209729910278232,1,333,7633,1560,8860
2599,53,30313.464485591485,0.33066773565621405,0,27,0,0,-27
2600,67,30953.298215987197,0.03630817641377113,1,489,11981,2226,13718
2601,38,31740.80150286764,0.038329927914354966,1,345,6446,1571,7672
2602,56,21221.146379812308,0.2785524564378624,0,14,0,0,-14
2603,22,24098.44539919177,0.10330454427042239,1,404,5363,1768,6727
2604,20,20789.246523813315,0.40066384955565176,0,78,0,0,-78
2605,54,20651.643900191328,0.41151439594635963,0,16,0,0,-16
2606,20,20862.271166578543,0.008087067542819053,1,429,5434,1761,6766
2607,45,32760.63762562998,0.10940098239808535,1,432,7195,1391,8154
2608,34,24315.490136422795,0.017532163535984746,1,593,11368,2066,12841
2609,36,27348.18251313277,0.2519677777457268,0,15,0,0,-15
2610,36,24005.416857446045,0.23738325283543843,1,790,5577,1351,6138
2611,37,21549.556153870628,0.46988553625894586,0,13,0,0,-13
2612,33,21568.076641460844,0.32533283540343305,1,125,5352,2008,7235
2613,43,22950.56590903615,0.06815410496576611,1,339,11496,1437,12594
2614,54,21863.256043010428,0.26941063992246705,1,219,6353,4797,10931
2615,61,36633.84445407658,0.00015752860742355822,1,180,12596,2283,14699
2616,23,26392.20927293564,0.0005431489906763123,1,169,25796,1604,27231
2617,24,37574.56383584468,0.05578874775248671,1,420,30851,1960,32391
2618,58,26225.59482845387,0.033383931084333004,1,446,7103,1516,8173
2619,25,24445.602419201467,0.039208123864072984,0,2,0,0,-2
2620,18,27352.07173729113,0.27900101273706385,0,27,0,0,-27
2621,22,28532.619281569685,0.04677659562562749,0,15,0,0,-15
2622,21,24727.812293959036,0.3969252579099486,0,14,0,0,-14
2623,33,21790.32536040278,0.026408727376480305,1,153,11550,1584,12981
2624,41,29049.712848624134,0.21781050461209345,0,62,0,0,-62
2625,75,27579.229454865283,0.16933124098575697,1,1217,6110,1667,6560
2626,49,21740.957243753204,0.26998572004797994,1,182,8275,1522,9615
2627,58,27928.196135641392,0.24092866933875043,0,15,0,0,-15
2628,74,30979.61301546817,0.10274700705818514,1,1327,6297,1411,6381
2629,21,29454.297477289154,0.03579399831748691,1,252,11264,1615,12627
2630,70,48628.45945266507,0.022031940129406055,1,1149,6247,3358,8456
2631,23,23799.838020176914,0.02593061623381407,0,0,0,0,0
2632,24,28254.61996709476,0.015496138738953552,1,1104,9723,1830,10449
2633,25,25316.119188083492,0.45747749074823335,1,444,7838,1636,9030
2634,42,65919.38596771045,0.055604006994306204,1,42,9371,2362,11691
2635,51,20835.838988765576,0.0472258287623763,1,504,12993,1633,14122
2636,53,24348.741967115187,0.13059570252769132,1,313,8317,1586,9590
2637,22,32531.221749255263,0.13366137773067818,0,13,0,0,-13
2638,24,37443.850069100234,0.13339502636930328,0,31,0,0,-31
2639,50,36316.04744060655,0.2504534779865891,1,353,36483,1372,37502
2640,47,20325.052881648127,0.2406482295188383,0,9,0,0,-9
2641,25,27751.289966107477,0.2289866912369532,0,108,0,0,-108
2642,19,33108.01142095679,0.21104478437066046,0,110,0,0,-110
2643,32,32694.59884380268,0.02394309042378945,1,1178,5327,2661,6810
2644,60,20768.3809628008,0.1871759390613119,1,217,5946,1587,7316
2645,23,21696.477856651607,0.11522744570767383,0,154,0,0,-154
2646,44,21411.64168627641,0.005565835145267756,1,50,6689,1969,8608
2647,23,21299.32428274972,0.0792567525437274,0,0,0,0,0
2648,22,20003.86993310012,0.0027772393940655787,1,652,7335,1476,8159
2649,75,37794.60175334257,0.35144441331707,1,245,6816,1683,8254
2650,37,26197.50151040556,0.6069581796866238,0,80,0,0,-80
2651,53,29784.472446354754,0.06658374433250802,1,188,6224,3571,9607
2652,48,27754.433101274255,0.04932851806654899,1,240,10075,1575,11410
2653,39,32006.730328324364,0.06186233945946144,1,190,5397,1785,6992
2654,19,20254.963553675807,0.08104336946923775,1,117,18776,2306,20965
2655,47,29032.235983444847,0.09705484306081137,1,565,11697,1400,12532
2656,49,28477.808740632838,0.10163660454410042,1,189,6053,1479,7343
2657,54,28188.500539599503,0.4583650202896079,1,190,7072,1645,8527
2658,21,21634.563471577538,0.10957508266152458,1,581,7634,2647,9700
2659,22,29484.586905271877,0.41484182438548517,1,1246,8470,1967,9191
2660,27,45609.29670954014,0.06449247652788577,1,331,6595,2319,8583
2661,18,23507.545178102628,0.4916405691006547,0,34,0,0,-34
2662,42,20131.81410194374,0.2772527060731289,1,437,5290,3190,8043
2663,28,20582.535564157817,0.15528793185517864,0,6,0,0,-6
2664,47,22329.502654495824,0.012131438337029652,1,286,21331,4548,25593
2665,40,20598.52931002659,0.0019207775555222387,1,376,11440,2172,13236
2666,40,25235.986388884397,0.16467205558857786,1,320,5490,2206,7376
2667,26,42040.93921071086,0.07382136330139794,1,127,26169,1417,27459
2668,24,38422.53068262609,0.16900167579922598,0,38,0,0,-38
2669,29,25355.44196156672,0.002739713286091532,1,188,12810,1725,14347
2670,29,20345.157242410838,0.049215425201112765,0,45,0,0,-45
2671,34,23288.922419254577,0.47026725099365785,1,971,6873,2067,7969
2672,41,26411.81292866396,0.08562563954345465,1,1139,73573,2572,75006
2673,47,35624.79721788213,0.009112766645290205,1,270,19258,2155,21143
2674,23,22740.42729805546,0.053924170972077114,1,1044,17331,1466,17753
2675,37,20089.031677310875,0.08534137516096513,1,128,12993,1800,14665
2676,61,73195.92399422095,0.21327047702909,0,3,0,0,-3
2677,65,20405.900212768727,0.06364901728291841,1,1097,11248,1596,11747
2678,31,26352.50297156882,0.38457697093139676,1,254,5375,2149,7270
2679,42,24042.47648719748,0.1416329690599835,1,163,5306,3323,8466
2680,65,23450.436106293666,0.005248577807255415,1,328,7346,2209,9227
2681,74,27159.13927163768,0.2187785447087466,0,21,0,0,-21
2682,62,28966.31247021814,0.020914517578996598,0,18,0,0,-18
2683,50,32259.68422531057,0.19746302085833672,1,108,10199,1667,11758
2684,29,23720.239435526993,0.14646863669067037,1,726,10826,1377,11477
2685,22,34006.647861040314,0.008955405154988268,0,34,0,0,-34
2686,27,42882.153862655396,0.29933633280162936,1,159,7016,1729,8586
2687,45,25604.974688540995,0.12436299774129372,1,513,12818,6747,19052
2688,72,21170.561283895528,0.0392405867780964,0,54,0,0,-54
2689,68,32421.29812927087,0.33977081073651194,1,387,5492,1855,6960
2690,46,29830.880462976354,0.00157465617493219,0,161,0,0,-161
2691,75,21221.059044669262,0.3129862866506761,0,16,0,0,-16
2692,43,25865.22525543487,0.08232436664381217,0,34,0,0,-34
