ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
1049,0,0,3,0,-3
1050,1,1,940,1423,483
1051,0,0,0,0,0
1052,0,0,5,0,-5
1053,0,0,29,0,-29
1054,1,0,40,0,-40
1055,1,0,63,0,-63
1056,1,1,421,1473,1052
1057,1,1,1265,1583,318
1058,1,1,133,1314,1181
1059,0,0,115,0,-115
1060,1,1,1315,1237,-78
1061,0,0,121,0,-121
1062,0,0,18,0,-18
1063,1,0,288,0,-288
1064,1,1,124,1457,1333
1065,1,0,27,0,-27
1066,1,1,126,1354,1228
1067,0,0,28,0,-28
1068,1,0,1,0,-1
1069,0,0,64,0,-64
1070,0,0,10,0,-10
1071,0,0,13,0,-13
1072,0,0,53,0,-53
1073,0,0,131,0,-131
1074,0,0,14,0,-14
1075,1,0,11,0,-11
1076,1,1,168,1870,1702
1077,1,0,137,0,-137
1078,1,1,118,1410,1292
1079,1,0,0,0,0
1080,1,0,35,0,-35
1081,0,0,2,0,-2
1082,0,0,74,0,-74
1083,0,0,45,0,-45
1084,0,0,0,0,0
1085,1,0,26,0,-26
1086,0,0,120,0,-120
1087,0,0,85,0,-85
1088,1,0,88,0,-88
1089,0,0,102,0,-102
1090,0,0,1,0,-1
1091,0,0,131,0,-131
1092,1,1,680,1384,704
1093,1,0,100,0,-100
1094,0,0,14,0,-14
1095,1,1,319,1280,961
1096,0,0,87,0,-87
1097,1,0,153,0,-153
1098,0,0,42,0,-42
1099,1,0,22,0,-22
1100,0,0,6,0,-6
1101,1,1,1563,1239,-324
1102,1,1,254,1203,949
1103,1,1,3108,1260,-1848
1104,1,0,66,0,-66
1105,1,0,60,0,-60
1106,1,1,394,1495,1101
1107,1,1,1304,1339,35
1108,1,0,15,0,-15
1109,1,1,736,1527,791
1110,0,0,131,0,-131
1111,0,0,12,0,-12
1112,1,1,743,1255,512
1113,0,0,105,0,-105
1114,1,0,52,0,-52
1115,1,0,11,0,-11
1116,1,0,86,0,-86
1117,1,0,93,0,-93
1118,1,0,62,0,-62
1119,1,0,14,0,-14
1120,0,0,13,0,-13
1121,0,0,175,0,-175
1122,1,1,220,1494,1274
1123,0,0,66,0,-66
1124,0,0,30,0,-30
1125,1,1,149,1769,1620
1126,0,0,44,0,-44
1127,0,0,5,0,-5
1128,1,0,11,0,-11
1129,1,1,938,1815,877
1130,1,1,354,2751,2397
1131,1,1,215,1296,1081
1132,1,1,1122,1454,332
1133,1,1,994,1211,217
1134,0,0,22,0,-22
1135,0,0,0,0,0
1136,1,1,1348,2038,690
1137,1,0,133,0,-133
1138,1,0,41,0,-41
1139,0,0,27,0,-27
1140,1,1,1608,1993,385
1141,0,0,4,0,-4
1142,1,1,365,1660,1295
1143,0,0,129,0,-129
1144,0,0,17,0,-17
1145,1,0,57,0,-57
1146,1,0,4,0,-4
1147,0,0,52,0,-52
1148,0,0,16,0,-16
1149,0,0,170,0,-170
1150,1,0,23,0,-23
1151,1,1,464,1614,1150
1152,1,0,4,0,-4
1153,0,0,4,0,-4
1154,0,0,181,0,-181
1155,0,0,39,0,-39
1156,0,0,48,0,-48
1157,1,1,336,1464,1128
1158,1,1,836,1219,383
1159,0,0,20,0,-20
1160,0,0,57,0,-57
1161,0,0,76,0,-76
1162,1,0,114,0,-114
1163,0,0,76,0,-76
1164,1,1,180,1305,1125
1165,1,1,372,1322,950
1166,1,0,21,0,-21
1167,0,0,58,0,-58
1168,1,0,12,0,-12
1169,0,0,253,0,-253
1170,1,1,437,1262,825
1171,1,1,920,1265,345
1172,1,0,66,0,-66
1173,1,0,0,0,0
1174,1,1,279,1248,969
1175,1,0,4,0,-4
1176,1,0,69,0,-69
1177,0,0,142,0,-142
1178,1,1,1479,1254,-225
1179,1,0,50,0,-50
1180,1,1,141,1542,1401
1181,1,0,3,0,-3
1182,0,0,0,0,0
1183,1,0,84,0,-84
1184,1,0,93,0,-93
1185,1,1,506,1285,779
1186,1,0,132,0,-132
1187,0,0,20,0,-20
1188,0,0,13,0,-13
1189,1,0,20,0,-20
1190,0,0,68,0,-68
1191,1,0,18,0,-18
1192,1,0,77,0,-77
1193,1,1,643,1661,1018
1194,0,0,18,0,-18
1195,1,0,32,0,-32
1196,0,0,86,0,-86
1197,0,0,17,0,-17
1198,0,0,25,0,-25
1199,1,0,32,0,-32
1200,1,1,729,1612,883
1201,0,0,9,0,-9
1202,0,0,2,0,-2
1203,0,0,11,0,-11
1204,1,0,2,0,-2
1205,0,0,13,0,-13
1206,1,1,187,1279,1092
1207,1,0,25,0,-25
1208,1,0,87,0,-87
1209,1,0,32,0,-32
1210,1,1,491,1474,983
1211,0,0,33,0,-33
1212,1,1,290,1261,971
1213,0,0,29,0,-29
1214,1,0,36,0,-36
1215,0,0,25,0,-25
1216,0,0,21,0,-21
1217,1,1,1385,1436,51
1218,1,0,111,0,-111
1219,0,0,16,0,-16
1220,1,0,24,0,-24
1221,1,1,287,1222,935
1222,1,1,450,1273,823
1223,1,1,224,1589,1365
1224,0,0,95,0,-95
1225,1,1,120,1876,1756
1226,1,1,271,1399,1128
1227,1,0,0,0,0
1228,0,0,118,0,-118
1229,0,0,48,0,-48
1230,0,0,2,0,-2
1231,0,0,58,0,-58
1232,1,0,46,0,-46
1233,1,1,502,1376,874
1234,0,0,36,0,-36
1235,1,1,1248,1383,135
1236,1,0,4,0,-4
1237,0,0,172,0,-172
1238,1,1,834,1215,381
1239,0,0,1,0,-1
1240,1,0,0,0,0
1241,1,1,458,1318,860
1242,0,0,10,0,-10
1243,1,0,23,0,-23
1244,0,0,45,0,-45
1245,0,0,28,0,-28
1246,0,0,17,0,-17
1247,0,0,5,0,-5
1248,1,0,46,0,-46
1249,0,0,168,0,-168
1250,1,0,79,0,-79
1251,0,0,293,0,-293
1252,0,0,38,0,-38
1253,0,0,44,0,-44
1254,1,0,136,0,-136
1255,0,0,12,0,-12
1256,0,0,5,0,-5
1257,0,0,28,0,-28
1258,1,0,34,0,-34
1259,1,0,147,0,-147
1260,1,1,746,1585,839
1261,1,1,182,1614,1432
1262,0,0,267,0,-267
1263,0,0,45,0,-45
1264,0,0,59,0,-59
1265,0,0,85,0,-85
1266,1,0,28,0,-28
1267,0,0,41,0,-41
1268,0,0,3,0,-3
1269,1,1,81,1837,1756
1270,1,0,31,0,-31
1271,1,0,232,0,-232
1272,1,1,570,1544,974
1273,1,1,393,1466,1073
1274,0,0,105,0,-105
1275,1,1,332,1291,959
1276,0,0,39,0,-39
1277,1,1,126,1563,1437
1278,1,0,73,0,-73
1279,0,0,0,0,0
1280,1,0,3,0,-3
1281,1,1,524,1312,788
1282,1,0,181,0,-181
1283,0,0,66,0,-66
1284,0,0,26,0,-26
1285,1,0,10,0,-10
1286,1,1,81,2821,2740
1287,0,0,56,0,-56
1288,1,1,174,1290,1116
1289,1,0,14,0,-14
1290,0,0,111,0,-111
1291,1,0,100,0,-100
1292,1,0,3,0,-3
1293,1,1,401,2104,1703
1294,0,0,13,0,-13
1295,0,0,8,0,-8
1296,1,1,586,1252,666
1297,1,0,56,0,-56
1298,1,0,122,0,-122
1299,1,1,219,1728,1509
1300,1,0,16,0,-16
1301,1,1,396,1526,1130
1302,1,0,57,0,-57
1303,0,0,31,0,-31
1304,1,0,88,0,-88
1305,1,0,42,0,-42
1306,1,0,0,0,0
1307,1,1,500,1294,794
1308,1,1,109,1605,1496
1309,0,0,46,0,-46
1310,1,1,357,1602,1245
1311,1,1,20,1226,1206
1312,1,0,3,0,-3
1313,1,0,38,0,-38
1314,1,0,18,0,-18
1315,1,0,12,0,-12
1316,0,0,20,0,-20
1317,1,1,202,1238,1036
1318,1,1,607,1385,778
1319,0,0,94,0,-94
1320,1,0,6,0,-6
1321,1,1,424,1269,845
1322,1,0,109,0,-109
1323,1,0,93,0,-93
1324,0,0,66,0,-66
1325,0,0,25,0,-25
1326,0,0,6,0,-6
1327,1,1,291,1484,1193
1328,1,1,194,1416,1222
1329,1,1,126,1312,1186
1330,1,0,122,0,-122
1331,1,1,258,1695,1437
1332,1,1,534,2048,1514
1333,0,0,77,0,-77
1334,1,0,57,0,-57
1335,0,0,33,0,-33
1336,1,0,26,0,-26
1337,1,0,56,0,-56
1338,1,1,382,1266,884
1339,0,0,24,0,-24
1340,0,0,6,0,-6
1341,1,1,1657,1247,-410
1342,0,0,3,0,-3
1343,0,0,83,0,-83
1344,1,1,380,1525,1145
1345,0,0,48,0,-48
1346,0,0,42,0,-42
1347,0,0,226,0,-226
1348,1,0,165,0,-165
1349,1,0,23,0,-23
1350,1,1,130,1309,1179
1351,1,0,74,0,-74
1352,0,0,37,0,-37
1353,1,1,99,1237,1138
1354,1,0,53,0,-53
1355,1,0,1,0,-1
1356,0,0,1,0,-1
1357,0,0,61,0,-61
1358,1,1,505,1312,807
1359,1,1,1677,1426,-251
1360,1,1,1037,1207,170
1361,0,0,10,0,-10
1362,0,0,85,0,-85
1363,0,0,9,0,-9
1364,1,0,46,0,-46
1365,0,0,27,0,-27
1366,1,1,759,1733,974
1367,0,0,26,0,-26
1368,1,1,116,6087,5971
1369,1,0,12,0,-12
1370,0,0,2,0,-2
1371,0,0,18,0,-18
1372,0,0,2,0,-2
1373,1,0,54,0,-54
1374,0,0,42,0,-42
1375,1,1,266,1217,951
1376,1,1,580,1957,1377
1377,0,0,35,0,-35
1378,1,1,857,1361,504
1379,0,0,188,0,-188
1380,0,0,10,0,-10
1381,0,0,99,0,-99
1382,1,0,52,0,-52
1383,1,1,1709,2180,471
1384,1,1,298,1213,915
1385,1,1,227,1291,1064
1386,1,0,4,0,-4
1387,0,0,13,0,-13
1388,1,0,12,0,-12
1389,0,0,20,0,-20
1390,1,1,178,1375,1197
1391,0,0,1,0,-1
1392,1,1,106,1252,1146
1393,0,0,110,0,-110
1394,1,1,105,1328,1223
1395,1,1,597,1728,1131
1396,0,0,185,0,-185
1397,1,0,10,0,-10
1398,1,1,389,3220,2831
1399,1,0,37,0,-37
1400,0,0,22,0,-22
1401,1,1,481,1787,1306
1402,1,0,17,0,-17
1403,1,0,38,0,-38
1404,0,0,4,0,-4
1405,1,0,48,0,-48
1406,1,1,239,1348,1109
1407,1,0,37,0,-37
1408,1,1,324,1324,1000
1409,1,1,951,1842,891
1410,1,0,2,0,-2
1411,1,0,102,0,-102
1412,0,0,65,0,-65
1413,1,0,23,0,-23
1414,1,1,95,1264,1169
1415,1,1,146,1389,1243
1416,0,0,58,0,-58
1417,1,1,1977,1889,-88
1418,1,0,99,0,-99
1419,1,0,40,0,-40
1420,1,0,12,0,-12
1421,0,0,14,0,-14
1422,1,0,2,0,-2
1423,1,0,17,0,-17
1424,0,0,12,0,-12
1425,1,1,217,1586,1369
1426,1,1,1600,1238,-362
1427,0,0,7,0,-7
1428,1,1,149,1628,1479
1429,0,0,87,0,-87
1430,1,0,28,0,-28
1431,0,0,73,0,-73
1432,1,1,718,1291,573
1433,1,0,8,0,-8
1434,0,0,34,0,-34
1435,1,1,426,1464,1038
1436,0,0,24,0,-24
1437,1,1,662,1443,781
1438,0,0,20,0,-20
1439,1,0,38,0,-38
1440,1,0,11,0,-11
1441,0,0,2,0,-2
1442,1,1,103,1277,1174
1443,1,0,148,0,-148
1444,0,0,6,0,-6
1445,0,0,24,0,-24
1446,1,1,314,2399,2085
1447,0,0,119,0,-119
1448,0,0,31,0,-31
1449,0,0,9,0,-9
1450,1,0,56,0,-56
1451,1,1,416,1395,979
1452,0,0,10,0,-10
1453,1,1,338,1606,1268
1454,0,0,23,0,-23
1455,1,0,15,0,-15
1456,1,1,498,1687,1189
1457,1,0,20,0,-20
1458,0,0,21,0,-21
1459,1,0,75,0,-75
1460,1,1,379,3733,3354
1461,1,1,441,1287,846
1462,1,0,33,0,-33
1463,0,0,23,0,-23
1464,0,0,14,0,-14
1465,1,1,1721,1690,-31
1466,1,0,4,0,-4
1467,1,1,1018,1731,713
1468,0,0,61,0,-61
1469,1,1,486,1650,1164
1470,1,1,724,2643,1919
1471,1,1,633,1602,969
1472,1,1,1008,1552,544
1473,0,0,36,0,-36
1474,1,1,198,1408,1210
1475,0,0,44,0,-44
1476,1,1,357,1359,1002
1477,1,0,9,0,-9
1478,1,0,7,0,-7
1479,1,1,165,1397,1232
1480,1,1,291,1343,1052
1481,1,0,31,0,-31
1482,1,1,345,1363,1018
1483,1,0,16,0,-16
1484,0,0,38,0,-38
1485,0,0,40,0,-40
1486,1,0,26,0,-26
1487,1,1,244,1636,1392
1488,0,0,8,0,-8
1489,1,0,53,0,-53
1490,1,0,30,0,-30
1491,1,0,34,0,-34
1492,0,0,92,0,-92
1493,1,1,297,1222,925
1494,0,0,160,0,-160
1495,1,1,539,1590,1051
1496,1,0,131,0,-131
1497,0,0,30,0,-30
1498,0,0,43,0,-43
1499,0,0,5,0,-5
1500,0,0,84,0,-84
1501,0,0,31,0,-31
1502,1,0,14,0,-14
1503,1,0,7,0,-7
1504,1,0,33,0,-33
1505,1,1,1697,1875,178
1506,0,0,9,0,-9
1507,0,0,92,0,-92
1508,1,1,29,2370,2341
1509,0,0,47,0,-47
1510,1,1,522,1430,908
1511,1,1,710,1293,583
1512,1,0,10,0,-10
1513,1,0,24,0,-24
1514,1,0,20,0,-20
1515,0,0,2,0,-2
1516,0,0,26,0,-26
1517,1,1,833,1216,383
1518,0,0,71,0,-71
1519,1,0,22,0,-22
1520,1,1,830,1449,619
1521,1,0,42,0,-42
1522,1,0,84,0,-84
1523,0,0,44,0,-44
1524,1,1,2531,1705,-826
1525,0,0,38,0,-38
1526,0,0,97,0,-97
1527,0,0,123,0,-123
1528,0,0,39,0,-39
1529,0,0,12,0,-12
1530,1,1,1410,1639,229
1531,0,0,16,0,-16
1532,1,1,881,1280,399
1533,0,0,94,0,-94
1534,0,0,105,0,-105
1535,1,0,21,0,-21
1536,1,1,150,1256,1106
1537,1,0,47,0,-47
1538,1,0,10,0,-10
1539,1,1,714,1229,515
1540,1,1,830,2272,1442
1541,1,0,79,0,-79
1542,1,0,103,0,-103
1543,0,0,1,0,-1
1544,0,0,43,0,-43
1545,0,0,57,0,-57
1546,1,1,15,2143,2128
1547,1,0,5,0,-5
1548,0,0,26,0,-26
1549,0,0,19,0,-19
1550,1,1,116,1218,1102
1551,1,0,13,0,-13
1552,1,1,860,2518,1658
1553,0,0,133,0,-133
1554,1,0,79,0,-79
1555,0,0,36,0,-36
1556,0,0,86,0,-86
1557,1,1,260,1322,1062
1558,1,1,462,1467,1005
1559,1,0,99,0,-99
1560,1,1,223,1502,1279
1561,1,0,8,0,-8
1562,0,0,19,0,-19
1563,1,1,688,1265,577
1564,0,0,28,0,-28
1565,1,0,30,0,-30
1566,1,1,1272,1431,159
1567,0,0,34,0,-34
1568,1,1,15,1230,1215
1569,1,1,346,1254,908
1570,1,0,209,0,-209
1571,1,1,606,1383,777
1572,1,1,509,1314,805
1573,1,0,14,0,-14
1574,1,0,75,0,-75
1575,1,0,21,0,-21
1576,1,0,38,0,-38
1577,0,0,37,0,-37
1578,0,0,33,0,-33
1579,1,0,105,0,-105
1580,1,0,35,0,-35
1581,1,1,94,1350,1256
1582,0,0,79,0,-79
1583,0,0,166,0,-166
1584,1,1,978,1778,800
1585,1,0,54,0,-54
1586,1,1,1027,1280,253
1587,1,0,22,0,-22
1588,0,0,5,0,-5
1589,1,1,939,1449,510
1590,0,0,159,0,-159
1591,0,0,55,0,-55
1592,1,1,1043,1278,235
1593,1,1,194,1301,1107
1594,1,0,70,0,-70
1595,1,1,1842,1349,-493
1596,1,0,23,0,-23
1597,0,0,74,0,-74
1598,1,1,96,1217,1121
1599,1,0,5,0,-5
1600,1,1,211,1849,1638
1601,1,0,101,0,-101
1602,0,0,13,0,-13
1603,1,1,228,1472,1244
1604,1,1,784,1894,1110
1605,0,0,22,0,-22
1606,1,0,34,0,-34
1607,0,0,140,0,-140
1608,1,1,353,1215,862
1609,1,1,835,1319,484
1610,1,0,25,0,-25
1611,0,0,33,0,-33
1612,1,1,157,2512,2355
1613,1,1,1048,2332,1284
1614,1,0,77,0,-77
1615,0,0,64,0,-64
1616,1,1,483,1474,991
1617,1,1,124,1232,1108
1618,1,0,94,0,-94
1619,0,0,134,0,-134
1620,1,1,117,1230,1113
1621,0,0,34,0,-34
1622,0,0,20,0,-20
1623,0,0,5,0,-5
1624,1,0,5,0,-5
1625,1,0,57,0,-57
1626,0,0,62,0,-62
1627,0,0,305,0,-305
1628,0,0,2,0,-2
1629,0,0,6,0,-6
1630,1,0,4,0,-4
1631,0,0,28,0,-28
1632,1,1,573,1433,860
1633,1,0,28,0,-28
1634,0,0,103,0,-103
1635,1,0,17,0,-17
1636,1,0,5,0,-5
1637,0,0,51,0,-51
1638,0,0,86,0,-86
1639,1,0,75,0,-75
1640,1,1,634,1306,672
1641,0,0,83,0,-83
1642,1,1,205,1704,1499
1643,1,0,8,0,-8
1644,1,0,44,0,-44
1645,1,1,724,1514,790
1646,0,0,64,0,-64
1647,1,0,202,0,-202
1648,1,0,38,0,-38
1649,1,1,251,1479,1228
1650,1,0,22,0,-22
1651,0,0,59,0,-59
1652,1,0,143,0,-143
1653,1,1,685,1224,539
1654,0,0,42,0,-42
1655,1,1,512,1342,830
1656,0,0,29,0,-29
1657,0,0,78,0,-78
1658,1,0,12,0,-12
1659,0,0,4,0,-4
1660,1,1,290,1341,1051
1661,1,1,2775,1208,-1567
1662,0,0,52,0,-52
1663,0,0,24,0,-24
1664,0,0,38,0,-38
1665,0,0,37,0,-37
1666,0,0,57,0,-57
1667,1,1,282,1588,1306
1668,0,0,69,0,-69
1669,0,0,24,0,-24
1670,1,0,9,0,-9
1671,1,1,134,1212,1078
1672,1,1,210,2975,2765
1673,0,0,23,0,-23
1674,1,0,58,0,-58
1675,0,0,55,0,-55
1676,1,1,649,1619,970
1677,0,0,90,0,-90
1678,0,0,54,0,-54
1679,1,0,96,0,-96
1680,1,0,33,0,-33
1681,0,0,12,0,-12
1682,1,1,1074,1301,227
1683,1,1,174,1902,1728
1684,1,0,90,0,-90
1685,1,0,15,0,-15
1686,0,0,16,0,-16
1687,1,0,54,0,-54
1688,1,0,143,0,-143
1689,0,0,123,0,-123
1690,0,0,13,0,-13
1691,1,0,60,0,-60
1692,1,1,646,1696,1050
1693,1,1,1106,1254,148
1694,1,1,374,1589,1215
1695,1,0,35,0,-35
1696,1,1,837,1235,398
1697,1,0,60,0,-60
1698,0,0,55,0,-55
1699,1,0,40,0,-40
1700,0,0,15,0,-15
1701,0,0,254,0,-254
1702,1,1,482,1449,967
1703,0,0,8,0,-8
1704,1,0,23,0,-23
1705,0,0,59,0,-59
1706,1,0,20,0,-20
1707,0,0,19,0,-19
1708,1,0,68,0,-68
1709,0,0,36,0,-36
1710,1,0,15,0,-15
1711,1,0,150,0,-150
1712,1,1,235,1339,1104
1713,1,1,323,1319,996
1714,0,0,7,0,-7
1715,1,1,76,1301,1225
1716,1,1,508,2082,1574
1717,0,0,36,0,-36
1718,0,0,24,0,-24
1719,1,1,88,1314,1226
1720,0,0,5,0,-5
1721,0,0,20,0,-20
1722,1,1,460,2450,1990
1723,1,1,577,1209,632
1724,0,0,42,0,-42
1725,1,0,21,0,-21
1726,1,1,601,1232,631
1727,1,0,17,0,-17
1728,1,1,367,1298,931
1729,1,0,0,0,0
1730,1,0,92,0,-92
1731,1,0,93,0,-93
1732,1,1,1265,1225,-40
1733,1,0,15,0,-15
1734,0,0,36,0,-36
1735,1,0,65,0,-65
1736,0,0,95,0,-95
1737,1,1,202,1215,1013
1738,1,1,39,2467,2428
1739,1,0,8,0,-8
1740,0,0,32,0,-32
1741,1,0,10,0,-10
1742,0,0,73,0,-73
1743,0,0,56,0,-56
1744,0,0,24,0,-24
1745,0,0,28,0,-28
1746,0,0,226,0,-226
1747,0,0,36,0,-36
1748,1,1,901,1307,406
1749,1,0,112,0,-112
1750,1,0,39,0,-39
1751,1,0,72,0,-72
1752,0,0,62,0,-62
1753,0,0,29,0,-29
1754,1,0,61,0,-61
1755,0,0,34,0,-34
1756,1,0,42,0,-42
1757,1,1,107,1873,1766
1758,0,0,9,0,-9
1759,0,0,11,0,-11
1760,1,0,46,0,-46
1761,1,1,28,1803,1775
1762,0,0,54,0,-54
1763,0,0,40,0,-40
1764,1,1,393,1237,844
1765,1,1,26,1357,1331
1766,1,1,633,1386,753
1767,1,1,206,1468,1262
1768,1,1,1502,1361,-141
1769,1,0,66,0,-66
1770,1,0,133,0,-133
1771,1,0,1,0,-1
1772,0,0,129,0,-129
1773,1,1,394,1203,809
1774,1,1,1250,1397,147
1775,0,0,127,0,-127
1776,0,0,20,0,-20
1777,1,1,794,1635,841
1778,1,0,113,0,-113
1779,1,0,4,0,-4
1780,1,1,1079,1549,470
1781,0,0,23,0,-23
1782,0,0,58,0,-58
1783,1,0,35,0,-35
1784,0,0,63,0,-63
1785,1,0,17,0,-17
1786,1,1,192,1306,1114
1787,1,1,219,1252,1033
1788,1,1,314,1351,1037
1789,1,1,72,4039,3967
1790,0,0,38,0,-38
1791,1,0,50,0,-50
1792,1,0,22,0,-22
1793,0,0,123,0,-123
1794,0,0,8,0,-8
1795,1,0,17,0,-17
1796,0,0,3,0,-3
1797,1,1,694,1233,539
1798,1,0,96,0,-96
1799,1,1,256,1392,1136
1800,1,1,186,1290,1104
1801,1,0,53,0,-53
1802,1,0,87,0,-87
1803,1,0,22,0,-22
1804,1,0,31,0,-31
1805,0,0,54,0,-54
1806,1,0,27,0,-27
1807,1,1,752,1434,682
1808,1,0,7,0,-7
1809,0,0,27,0,-27
1810,1,1,150,1373,1223
1811,0,0,111,0,-111
1812,0,0,92,0,-92
1813,1,1,330,1485,1155
1814,1,1,625,1598,973
1815,0,0,12,0,-12
1816,0,0,155,0,-155
1817,1,1,576,1728,1152
1818,0,0,27,0,-27
1819,1,0,23,0,-23
1820,0,0,40,0,-40
1821,1,1,89,1593,1504
1822,0,0,52,0,-52
1823,0,0,108,0,-108
1824,0,0,60,0,-60
1825,0,0,115,0,-115
1826,1,1,184,1368,1184
1827,0,0,43,0,-43
1828,0,0,38,0,-38
1829,0,0,61,0,-61
1830,1,0,2,0,-2
1831,0,0,0,0,0
1832,0,0,22,0,-22
1833,1,1,32,2478,2446
1834,1,0,21,0,-21
1835,1,1,569,1608,1039
1836,1,1,1971,1597,-374
1837,1,1,455,1557,1102
1838,1,1,236,1314,1078
1839,0,0,34,0,-34
1840,0,0,36,0,-36
1841,0,0,257,0,-257
1842,0,0,0,0,0
1843,1,0,106,0,-106
1844,1,1,193,1352,1159
1845,1,1,848,1362,514
1846,0,0,47,0,-47
1847,0,0,0,0,0
1848,1,1,357,3259,2902
1849,1,1,175,1264,1089
1850,1,1,69,3265,3196
1851,0,0,24,0,-24
1852,1,1,145,8256,8111
1853,0,0,20,0,-20
1854,1,1,889,2796,1907
1855,1,0,84,0,-84
1856,0,0,100,0,-100
1857,1,0,21,0,-21
1858,1,1,226,1215,989
1859,1,1,355,1303,948
1860,1,0,34,0,-34
1861,0,0,38,0,-38
1862,0,0,86,0,-86
1863,0,0,62,0,-62
1864,0,0,14,0,-14
1865,1,1,226,1565,1339
1866,1,0,20,0,-20
1867,1,0,110,0,-110
1868,1,0,15,0,-15
1869,1,0,0,0,0
1870,0,0,11,0,-11
1871,0,0,16,0,-16
1872,1,0,36,0,-36
1873,1,0,23,0,-23
1874,0,0,109,0,-109
1875,1,0,48,0,-48
1876,1,1,674,2269,1595
1877,1,1,60,1212,1152
1878,1,1,32,1964,1932
1879,1,0,36,0,-36
1880,1,0,82,0,-82
1881,1,1,240,1898,1658
1882,1,0,0,0,0
1883,0,0,46,0,-46
1884,1,0,33,0,-33
1885,0,0,3,0,-3
1886,1,1,961,1366,405
1887,0,0,28,0,-28
1888,1,1,624,1264,640
1889,1,0,50,0,-50
1890,1,0,96,0,-96
1891,1,0,97,0,-97
1892,1,1,32,2396,2364
1893,1,1,183,1530,1347
1894,1,0,13,0,-13
1895,0,0,23,0,-23
1896,1,0,5,0,-5
1897,1,0,26,0,-26
1898,1,1,889,1419,530
1899,1,1,641,1290,649
1900,0,0,87,0,-87
1901,0,0,15,0,-15
1902,1,0,70,0,-70
1903,1,0,57,0,-57
1904,1,0,77,0,-77
1905,1,1,1344,1201,-143
1906,1,0,59,0,-59
1907,0,0,17,0,-17
1908,0,0,70,0,-70
1909,0,0,6,0,-6
1910,0,0,9,0,-9
1911,1,0,45,0,-45
1912,1,0,6,0,-6
1913,1,1,110,1571,1461
1914,0,0,38,0,-38
1915,1,0,14,0,-14
1916,1,1,237,1348,1111
1917,1,0,30,0,-30
1918,1,1,2037,1313,-724
1919,0,0,83,0,-83
1920,0,0,1,0,-1
1921,1,1,41,1401,1360
1922,0,0,49,0,-49
1923,0,0,98,0,-98
1924,1,1,345,1671,1326
1925,0,0,1,0,-1
1926,0,0,101,0,-101
1927,0,0,135,0,-135
1928,1,0,21,0,-21
1929,1,1,267,1512,1245
1930,1,0,44,0,-44
1931,1,1,59,1342,1283
1932,1,1,650,1439,789
1933,0,0,27,0,-27
1934,1,0,84,0,-84
1935,1,0,4,0,-4
1936,1,1,355,1295,940
1937,1,1,1013,1200,187
1938,1,0,26,0,-26
1939,0,0,32,0,-32
1940,1,1,69,1266,1197
1941,0,0,390,0,-390
1942,1,0,46,0,-46
1943,1,0,9,0,-9
1944,0,0,30,0,-30
1945,1,0,47,0,-47
1946,0,0,131,0,-131
1947,0,0,4,0,-4
1948,1,1,168,1494,1326
1949,1,1,756,1335,579
1950,0,0,45,0,-45
1951,0,0,6,0,-6
1952,1,0,30,0,-30
1953,1,0,55,0,-55
1954,0,0,166,0,-166
1955,1,0,48,0,-48
1956,1,1,167,1472,1305
1957,1,1,184,1504,1320
1958,0,0,52,0,-52
1959,0,0,67,0,-67
1960,1,0,74,0,-74
1961,0,0,13,0,-13
1962,1,0,57,0,-57
1963,1,0,32,0,-32
1964,1,1,268,1276,1008
1965,1,1,187,1566,1379
1966,1,0,16,0,-16
1967,1,0,39,0,-39
1968,1,1,929,1290,361
1969,1,1,1299,1365,66
1970,0,0,161,0,-161
1971,1,0,110,0,-110
1972,0,0,22,0,-22
1973,1,1,193,1268,1075
1974,0,0,91,0,-91
1975,0,0,36,0,-36
1976,0,0,43,0,-43
1977,1,1,548,1367,819
1978,1,0,2,0,-2
1979,1,0,15,0,-15
1980,1,1,1165,1976,811
1981,1,0,3,0,-3
1982,1,1,295,1377,1082
1983,1,0,3,0,-3
1984,0,0,102,0,-102
1985,1,0,161,0,-161
1986,0,0,77,0,-77
1987,1,0,27,0,-27
1988,1,0,1,0,-1
1989,1,0,42,0,-42
1990,0,0,31,0,-31
1991,0,0,50,0,-50
1992,1,0,118,0,-118
1993,0,0,20,0,-20
1994,0,0,59,0,-59
1995,1,1,730,1672,942
1996,0,0,8,0,-8
1997,0,0,7,0,-7
1998,0,0,0,0,0
1999,1,1,147,1328,1181
2000,1,0,62,0,-62
2001,1,1,535,1409,874
2002,0,0,6,0,-6
2003,1,1,644,1472,828
2004,1,1,646,1582,936
2005,1,1,1961,1419,-542
2006,0,0,56,0,-56
2007,1,0,2,0,-2
2008,0,0,3,0,-3
2009,0,0,38,0,-38
2010,1,0,13,0,-13
2011,0,0,83,0,-83
2012,0,0,13,0,-13
2013,1,1,295,2047,1752
2014,0,0,45,0,-45
2015,1,1,389,1887,1498
2016,0,0,14,0,-14
2017,0,0,4,0,-4
2018,1,1,298,1663,1365
2019,1,0,82,0,-82
2020,1,1,901,1471,570
2021,1,1,683,1218,535
2022,1,1,133,1672,1539
2023,0,0,46,0,-46
2024,0,0,52,0,-52
2025,1,0,42,0,-42
2026,1,1,86,1488,1402
2027,1,0,37,0,-37
2028,1,1,24,1281,1257
2029,1,1,59,1660,1601
2030,1,1,1061,2071,1010
