ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
3134,1,1,804,1596,792
3135,1,0,43,0,-43
3136,1,0,287,0,-287
3137,1,1,945,1736,791
3138,0,0,136,0,-136
3139,1,0,42,0,-42
3140,0,0,61,0,-61
3141,1,1,60,1649,1589
3142,0,0,12,0,-12
3143,0,0,12,0,-12
3144,0,0,136,0,-136
3145,1,0,1,0,-1
3146,1,0,5,0,-5
3147,0,0,0,0,0
3148,1,0,53,0,-53
3149,1,0,236,0,-236
3150,0,0,4,0,-4
3151,0,0,51,0,-51
3152,0,0,35,0,-35
3153,1,1,1476,1801,325
3154,0,0,21,0,-21
3155,1,1,486,1217,731
3156,0,0,17,0,-17
3157,1,1,1392,1691,299
3158,1,0,115,0,-115
3159,1,0,32,0,-32
3160,1,0,14,0,-14
3161,1,1,521,2676,2155
3162,1,0,42,0,-42
3163,1,1,297,1391,1094
3164,1,1,118,1220,1102
3165,1,1,406,1936,1530
3166,1,1,128,2362,2234
3167,1,0,6,0,-6
3168,1,0,26,0,-26
3169,1,0,12,0,-12
3170,1,0,1,0,-1
3171,0,0,13,0,-13
3172,1,0,21,0,-21
3173,1,0,60,0,-60
3174,0,0,8,0,-8
3175,1,1,182,1281,1099
3176,0,0,49,0,-49
3177,1,0,25,0,-25
3178,0,0,137,0,-137
3179,1,1,351,1212,861
3180,1,1,147,1529,1382
3181,1,0,85,0,-85
3182,1,0,3,0,-3
3183,0,0,69,0,-69
3184,0,0,28,0,-28
3185,0,0,38,0,-38
3186,1,0,50,0,-50
3187,1,0,35,0,-35
3188,0,0,173,0,-173
3189,1,0,20,0,-20
3190,0,0,0,0,0
3191,1,0,29,0,-29
3192,1,0,77,0,-77
3193,0,0,44,0,-44
3194,1,1,271,3124,2853
3195,0,0,142,0,-142
3196,1,0,6,0,-6
3197,0,0,46,0,-46
3198,0,0,118,0,-118
3199,1,1,395,1394,999
3200,1,0,206,0,-206
3201,1,1,360,1315,955
3202,1,1,233,1291,1058
3203,1,0,14,0,-14
3204,0,0,118,0,-118
3205,0,0,88,0,-88
3206,1,0,10,0,-10
3207,0,0,13,0,-13
3208,1,1,671,1305,634
3209,0,0,16,0,-16
3210,1,1,714,1507,793
3211,1,1,955,1220,265
3212,0,0,70,0,-70
3213,0,0,129,0,-129
3214,1,0,79,0,-79
3215,0,0,45,0,-45
3216,1,0,75,0,-75
3217,0,0,1,0,-1
3218,0,0,3,0,-3
3219,1,1,655,1934,1279
3220,1,0,31,0,-31
3221,1,0,52,0,-52
3222,1,0,16,0,-16
3223,1,1,320,1547,1227
3224,1,1,301,1214,913
3225,1,0,45,0,-45
3226,0,0,82,0,-82
3227,0,0,25,0,-25
3228,1,0,2,0,-2
3229,0,0,100,0,-100
3230,1,0,31,0,-31
3231,1,1,419,1682,1263
3232,1,0,21,0,-21
3233,1,0,6,0,-6
3234,1,0,35,0,-35
3235,0,0,162,0,-162
3236,1,0,3,0,-3
3237,0,0,10,0,-10
3238,1,1,109,1510,1401
3239,0,0,253,0,-253
3240,1,1,153,1350,1197
3241,1,1,850,1218,368
3242,0,0,102,0,-102
3243,0,0,63,0,-63
3244,1,0,39,0,-39
3245,0,0,102,0,-102
3246,1,1,102,1363,1261
3247,0,0,2,0,-2
3248,1,1,868,1259,391
3249,1,0,30,0,-30
3250,1,0,48,0,-48
3251,1,0,38,0,-38
3252,1,0,43,0,-43
3253,0,0,66,0,-66
3254,1,1,1572,1213,-359
3255,0,0,30,0,-30
3256,1,1,243,1369,1126
3257,1,0,69,0,-69
3258,1,1,461,1280,819
3259,1,0,79,0,-79
3260,0,0,82,0,-82
3261,1,1,841,1268,427
3262,0,0,7,0,-7
3263,1,0,7,0,-7
3264,1,1,334,1423,1089
3265,0,0,122,0,-122
3266,1,0,23,0,-23
3267,0,0,1,0,-1
3268,1,0,12,0,-12
3269,0,0,48,0,-48
3270,0,0,88,0,-88
3271,0,0,35,0,-35
3272,1,1,1280,1436,156
3273,1,0,76,0,-76
3274,0,0,78,0,-78
3275,0,0,0,0,0
3276,0,0,62,0,-62
3277,0,0,176,0,-176
3278,1,0,26,0,-26
3279,1,0,24,0,-24
3280,1,0,13,0,-13
3281,1,1,429,1525,1096
3282,1,1,87,1259,1172
3283,1,1,372,1270,898
3284,0,0,0,0,0
3285,0,0,8,0,-8
3286,1,0,10,0,-10
3287,1,1,44,1474,1430
3288,1,1,1793,1562,-231
3289,0,0,68,0,-68
3290,0,0,27,0,-27
3291,1,1,515,1336,821
3292,1,1,733,2486,1753
3293,1,0,47,0,-47
3294,1,0,41,0,-41
3295,0,0,19,0,-19
3296,1,0,94,0,-94
3297,1,1,489,1465,976
3298,1,1,254,1949,1695
3299,0,0,49,0,-49
3300,0,0,0,0,0
3301,1,0,6,0,-6
3302,1,0,7,0,-7
3303,0,0,21,0,-21
3304,1,1,867,3282,2415
3305,0,0,26,0,-26
3306,0,0,29,0,-29
3307,1,1,531,1508,977
3308,1,1,191,1209,1018
3309,1,0,84,0,-84
3310,0,0,118,0,-118
3311,1,0,40,0,-40
3312,1,1,1455,1483,28
3313,1,1,856,1488,632
3314,0,0,26,0,-26
3315,0,0,77,0,-77
3316,1,1,531,1853,1322
3317,1,1,278,1745,1467
3318,0,0,38,0,-38
3319,0,0,36,0,-36
3320,1,1,201,1235,1034
3321,1,1,101,1460,1359
3322,1,1,526,1473,947
3323,1,0,36,0,-36
3324,0,0,9,0,-9
3325,0,0,31,0,-31
3326,1,1,283,1213,930
3327,1,1,1057,1311,254
3328,1,0,35,0,-35
3329,0,0,2,0,-2
3330,0,0,56,0,-56
3331,0,0,18,0,-18
3332,0,0,1,0,-1
3333,0,0,17,0,-17
3334,1,1,416,1723,1307
3335,1,0,78,0,-78
3336,1,1,84,1721,1637
3337,1,1,608,1310,702
3338,1,1,748,1772,1024
3339,0,0,11,0,-11
3340,0,0,29,0,-29
3341,0,0,65,0,-65
3342,0,0,32,0,-32
3343,1,1,1106,1362,256
3344,1,1,125,1958,1833
3345,1,1,1250,2298,1048
3346,1,0,1,0,-1
3347,1,1,706,1498,792
3348,0,0,5,0,-5
3349,0,0,8,0,-8
3350,1,1,2232,1665,-567
3351,1,0,157,0,-157
3352,1,1,248,1390,1142
3353,0,0,15,0,-15
3354,0,0,160,0,-160
3355,1,0,26,0,-26
3356,1,1,933,1584,651
3357,0,0,32,0,-32
3358,1,1,291,1399,1108
3359,0,0,6,0,-6
3360,1,1,972,1366,394
3361,0,0,67,0,-67
3362,0,0,33,0,-33
3363,1,1,1530,1929,399
3364,1,0,56,0,-56
3365,0,0,78,0,-78
3366,0,0,208,0,-208
3367,0,0,78,0,-78
3368,1,1,875,1323,448
3369,1,1,547,1305,758
3370,1,0,169,0,-169
3371,0,0,10,0,-10
3372,0,0,15,0,-15
3373,1,0,29,0,-29
3374,1,0,10,0,-10
3375,1,0,31,0,-31
3376,1,0,25,0,-25
3377,1,1,234,1777,1543
3378,1,1,702,1318,616
3379,0,0,43,0,-43
3380,1,1,457,2224,1767
3381,0,0,73,0,-73
3382,1,0,296,0,-296
3383,1,0,18,0,-18
3384,1,0,32,0,-32
3385,1,1,1320,2121,801
3386,0,0,16,0,-16
3387,0,0,8,0,-8
3388,1,0,41,0,-41
3389,1,0,35,0,-35
3390,0,0,23,0,-23
3391,1,1,242,1266,1024
3392,0,0,94,0,-94
3393,0,0,6,0,-6
3394,1,0,6,0,-6
3395,1,1,273,1868,1595
3396,1,1,594,1368,774
3397,1,0,113,0,-113
3398,0,0,7,0,-7
3399,1,0,35,0,-35
3400,0,0,92,0,-92
3401,0,0,41,0,-41
3402,1,1,548,1489,941
3403,0,0,36,0,-36
3404,1,0,4,0,-4
3405,0,0,6,0,-6
3406,1,0,133,0,-133
3407,1,1,473,1403,930
3408,1,0,92,0,-92
3409,0,0,3,0,-3
3410,0,0,150,0,-150
3411,1,1,588,1700,1112
3412,1,1,451,2391,1940
3413,0,0,7,0,-7
3414,1,1,47,2008,1961
3415,1,0,76,0,-76
3416,0,0,5,0,-5
3417,1,1,153,1214,1061
3418,1,1,221,1472,1251
3419,0,0,12,0,-12
3420,0,0,65,0,-65
3421,1,1,319,1941,1622
3422,1,1,103,1622,1519
3423,0,0,26,0,-26
3424,1,0,33,0,-33
3425,1,1,459,5085,4626
3426,1,0,45,0,-45
3427,1,1,307,1257,950
3428,1,0,28,0,-28
3429,1,1,1463,1797,334
3430,1,1,489,1263,774
3431,1,1,282,1437,1155
3432,0,0,15,0,-15
3433,0,0,8,0,-8
3434,1,1,58,1249,1191
3435,1,0,23,0,-23
3436,1,1,85,1259,1174
3437,0,0,81,0,-81
3438,0,0,1,0,-1
3439,0,0,13,0,-13
3440,1,1,899,1368,469
3441,1,1,996,1588,592
3442,1,0,16,0,-16
3443,0,0,15,0,-15
3444,1,1,602,1219,617
3445,0,0,0,0,0
3446,1,0,57,0,-57
3447,1,1,375,1591,1216
3448,0,0,0,0,0
3449,1,1,2055,1323,-732
3450,0,0,104,0,-104
3451,1,1,871,1812,941
3452,0,0,78,0,-78
3453,1,1,986,1612,626
3454,0,0,21,0,-21
3455,1,0,48,0,-48
3456,0,0,64,0,-64
3457,1,0,44,0,-44
3458,1,0,4,0,-4
3459,0,0,42,0,-42
3460,0,0,53,0,-53
3461,1,1,172,1504,1332
3462,1,1,1058,1657,599
3463,1,1,435,1391,956
3464,1,0,33,0,-33
3465,0,0,33,0,-33
3466,0,0,31,0,-31
3467,1,1,144,2437,2293
3468,1,1,102,1485,1383
3469,1,1,582,1305,723
3470,1,0,40,0,-40
3471,1,1,2811,1992,-819
3472,1,0,79,0,-79
3473,1,0,87,0,-87
3474,1,0,21,0,-21
3475,0,0,20,0,-20
3476,0,0,29,0,-29
3477,0,0,19,0,-19
3478,1,0,5,0,-5
3479,1,0,31,0,-31
3480,1,1,491,1212,721
3481,0,0,0,0,0
3482,0,0,21,0,-21
3483,0,0,92,0,-92
3484,0,0,2,0,-2
3485,0,0,12,0,-12
3486,1,0,4,0,-4
3487,1,1,332,1230,898
3488,0,0,15,0,-15
3489,1,1,103,1375,1272
3490,1,0,6,0,-6
3491,1,0,36,0,-36
3492,0,0,1,0,-1
3493,0,0,0,0,0
3494,1,1,645,1293,648
3495,1,1,160,1274,1114
3496,1,1,449,2274,1825
3497,1,0,17,0,-17
3498,1,0,21,0,-21
3499,1,1,34,1306,1272
3500,1,0,38,0,-38
3501,1,0,21,0,-21
3502,0,0,5,0,-5
3503,1,0,21,0,-21
3504,1,1,428,1348,920
3505,1,0,13,0,-13
3506,1,1,905,1584,679
3507,0,0,59,0,-59
3508,1,0,21,0,-21
3509,1,1,1584,1352,-232
3510,0,0,46,0,-46
3511,1,0,14,0,-14
3512,1,0,3,0,-3
3513,1,1,773,1921,1148
3514,0,0,20,0,-20
3515,1,1,1620,2516,896
3516,0,0,33,0,-33
3517,1,1,464,1215,751
3518,1,1,166,1279,1113
3519,1,0,103,0,-103
3520,0,0,80,0,-80
3521,0,0,90,0,-90
3522,1,1,790,1255,465
3523,1,0,17,0,-17
3524,1,0,14,0,-14
3525,0,0,37,0,-37
3526,1,0,11,0,-11
3527,1,0,8,0,-8
3528,1,0,14,0,-14
3529,0,0,144,0,-144
3530,1,0,84,0,-84
3531,0,0,34,0,-34
3532,0,0,62,0,-62
3533,1,1,123,1853,1730
3534,1,1,833,3697,2864
3535,1,1,184,1209,1025
3536,1,1,969,1303,334
3537,1,1,298,2866,2568
3538,1,0,30,0,-30
3539,1,0,23,0,-23
3540,1,1,367,1223,856
3541,0,0,86,0,-86
3542,0,0,16,0,-16
3543,0,0,41,0,-41
3544,0,0,16,0,-16
3545,1,1,406,1395,989
3546,0,0,58,0,-58
3547,0,0,122,0,-122
3548,0,0,107,0,-107
3549,1,0,20,0,-20
3550,0,0,43,0,-43
3551,0,0,8,0,-8
3552,0,0,76,0,-76
3553,1,0,203,0,-203
3554,1,0,43,0,-43
3555,1,1,276,3683,3407
3556,1,1,189,1714,1525
3557,1,1,303,1716,1413
3558,0,0,51,0,-51
3559,0,0,24,0,-24
3560,1,1,351,1236,885
3561,1,1,501,1263,762
3562,1,1,1380,2016,636
3563,0,0,6,0,-6
3564,1,0,57,0,-57
3565,1,1,643,1600,957
3566,1,0,77,0,-77
3567,1,1,297,1940,1643
3568,0,0,53,0,-53
3569,0,0,54,0,-54
3570,1,0,8,0,-8
3571,1,1,323,1300,977
3572,0,0,20,0,-20
3573,1,0,94,0,-94
3574,1,1,161,1362,1201
3575,0,0,27,0,-27
3576,0,0,39,0,-39
3577,1,0,10,0,-10
3578,0,0,0,0,0
3579,1,0,92,0,-92
3580,1,0,40,0,-40
3581,1,0,15,0,-15
3582,1,0,140,0,-140
3583,1,1,744,1298,554
3584,1,0,29,0,-29
3585,0,0,176,0,-176
3586,1,0,9,0,-9
3587,1,1,225,1416,1191
3588,0,0,29,0,-29
3589,1,0,8,0,-8
3590,0,0,174,0,-174
3591,1,0,79,0,-79
3592,1,1,341,1708,1367
3593,1,1,761,1477,716
3594,1,0,167,0,-167
3595,1,0,1,0,-1
3596,1,0,97,0,-97
3597,1,0,0,0,0
3598,1,0,63,0,-63
3599,0,0,13,0,-13
3600,0,0,123,0,-123
3601,0,0,105,0,-105
3602,1,0,12,0,-12
3603,1,1,41,1200,1159
3604,0,0,34,0,-34
3605,0,0,31,0,-31
3606,0,0,106,0,-106
3607,0,0,154,0,-154
3608,1,1,268,2664,2396
3609,1,0,319,0,-319
3610,0,0,53,0,-53
3611,1,1,100,1218,1118
3612,0,0,37,0,-37
3613,0,0,54,0,-54
3614,0,0,52,0,-52
3615,1,0,45,0,-45
3616,1,0,61,0,-61
3617,1,0,102,0,-102
3618,0,0,16,0,-16
3619,1,0,18,0,-18
3620,1,1,185,1222,1037
3621,1,1,942,1431,489
3622,1,0,117,0,-117
3623,1,0,135,0,-135
3624,1,0,41,0,-41
3625,0,0,3,0,-3
3626,1,0,21,0,-21
3627,1,1,186,1216,1030
3628,1,1,849,1622,773
3629,1,0,69,0,-69
3630,0,0,83,0,-83
3631,1,0,12,0,-12
3632,1,0,135,0,-135
3633,0,0,20,0,-20
3634,1,1,1338,1361,23
3635,1,1,452,1434,982
3636,1,0,78,0,-78
3637,1,0,111,0,-111
3638,0,0,11,0,-11
3639,1,1,106,1334,1228
3640,1,1,444,1236,792
3641,0,0,49,0,-49
3642,0,0,35,0,-35
3643,0,0,17,0,-17
3644,0,0,10,0,-10
3645,1,1,147,1279,1132
3646,1,1,183,1234,1051
3647,0,0,196,0,-196
3648,1,0,19,0,-19
3649,0,0,164,0,-164
3650,1,0,0,0,0
3651,0,0,186,0,-186
3652,1,0,110,0,-110
3653,1,0,44,0,-44
3654,1,1,494,1648,1154
3655,0,0,4,0,-4
3656,1,1,776,1228,452
3657,0,0,62,0,-62
3658,0,0,130,0,-130
3659,1,1,265,2239,1974
3660,1,0,64,0,-64
3661,1,1,1642,2137,495
3662,1,1,739,1313,574
3663,1,0,260,0,-260
3664,1,0,6,0,-6
3665,1,0,15,0,-15
3666,0,0,19,0,-19
3667,1,1,422,1407,985
3668,1,1,409,1750,1341
3669,1,0,7,0,-7
3670,1,1,546,1387,841
3671,0,0,45,0,-45
3672,1,1,325,1352,1027
3673,0,0,37,0,-37
3674,1,1,130,1556,1426
3675,1,1,909,1210,301
3676,0,0,31,0,-31
3677,1,1,1086,1265,179
3678,1,1,65,7422,7357
3679,0,0,20,0,-20
3680,1,0,206,0,-206
3681,1,0,10,0,-10
3682,1,1,95,1378,1283
3683,0,0,16,0,-16
3684,0,0,30,0,-30
3685,1,0,16,0,-16
3686,1,0,76,0,-76
3687,0,0,49,0,-49
3688,0,0,40,0,-40
3689,0,0,59,0,-59
3690,0,0,14,0,-14
3691,1,0,16,0,-16
3692,1,1,546,1599,1053
3693,0,0,16,0,-16
3694,1,1,519,2614,2095
3695,0,0,38,0,-38
3696,0,0,59,0,-59
3697,1,0,212,0,-212
3698,1,1,2067,1592,-475
3699,0,0,112,0,-112
3700,0,0,15,0,-15
3701,1,0,171,0,-171
3702,1,0,2,0,-2
3703,1,1,717,1592,875
3704,1,1,528,1284,756
3705,1,1,115,1221,1106
3706,1,0,4,0,-4
3707,1,0,124,0,-124
3708,0,0,25,0,-25
3709,1,0,9,0,-9
3710,0,0,57,0,-57
3711,0,0,191,0,-191
3712,0,0,63,0,-63
3713,1,1,4,1254,1250
3714,1,1,365,1254,889
3715,0,0,15,0,-15
3716,0,0,26,0,-26
3717,0,0,53,0,-53
3718,0,0,57,0,-57
3719,0,0,3,0,-3
3720,0,0,129,0,-129
3721,1,0,23,0,-23
3722,0,0,63,0,-63
3723,0,0,100,0,-100
3724,1,1,44,1369,1325
3725,1,0,60,0,-60
3726,1,1,1044,1478,434
3727,1,1,216,2081,1865
3728,0,0,6,0,-6
3729,1,0,135,0,-135
3730,1,0,68,0,-68
3731,1,1,547,1555,1008
3732,1,1,420,1217,797
3733,1,1,249,1390,1141
3734,1,0,12,0,-12
3735,0,0,3,0,-3
3736,0,0,55,0,-55
3737,0,0,26,0,-26
3738,0,0,9,0,-9
3739,1,0,14,0,-14
3740,0,0,21,0,-21
3741,0,0,37,0,-37
3742,1,1,115,1429,1314
3743,1,0,15,0,-15
3744,1,0,8,0,-8
3745,1,1,792,2097,1305
3746,1,0,5,0,-5
3747,1,1,958,1452,494
3748,0,0,14,0,-14
3749,1,1,377,1467,1090
3750,0,0,176,0,-176
3751,1,1,70,1313,1243
3752,0,0,82,0,-82
3753,0,0,145,0,-145
3754,1,1,275,2769,2494
3755,0,0,188,0,-188
3756,0,0,6,0,-6
3757,0,0,30,0,-30
3758,1,1,33,1564,1531
3759,0,0,16,0,-16
3760,1,1,272,1201,929
3761,0,0,3,0,-3
3762,0,0,20,0,-20
3763,0,0,7,0,-7
3764,1,1,263,1978,1715
3765,1,1,135,1719,1584
3766,1,0,30,0,-30
3767,1,1,791,2363,1572
3768,1,0,39,0,-39
3769,0,0,70,0,-70
3770,1,1,488,1291,803
3771,1,0,2,0,-2
3772,1,0,90,0,-90
3773,0,0,13,0,-13
3774,0,0,17,0,-17
3775,1,1,424,1289,865
3776,1,0,1,0,-1
3777,1,1,137,2925,2788
3778,0,0,44,0,-44
3779,1,0,61,0,-61
3780,1,0,43,0,-43
3781,1,1,83,1531,1448
3782,1,0,26,0,-26
3783,1,1,297,1408,1111
3784,1,1,302,1610,1308
3785,1,0,23,0,-23
3786,1,1,580,1293,713
3787,1,1,17,1304,1287
3788,1,1,766,1368,602
3789,0,0,4,0,-4
3790,1,1,1058,1260,202
3791,0,0,71,0,-71
3792,1,1,698,1998,1300
3793,1,0,44,0,-44
3794,0,0,99,0,-99
3795,1,0,6,0,-6
3796,0,0,7,0,-7
3797,1,0,17,0,-17
3798,1,0,96,0,-96
3799,0,0,64,0,-64
3800,1,0,215,0,-215
3801,0,0,137,0,-137
3802,1,0,11,0,-11
3803,0,0,13,0,-13
3804,1,0,76,0,-76
3805,0,0,76,0,-76
3806,1,1,1152,1807,655
3807,1,0,95,0,-95
3808,0,0,87,0,-87
3809,0,0,41,0,-41
3810,1,1,122,1476,1354
3811,0,0,64,0,-64
3812,1,0,8,0,-8
3813,1,0,33,0,-33
3814,1,0,50,0,-50
3815,1,0,51,0,-51
3816,1,1,27,2063,2036
3817,0,0,36,0,-36
3818,1,1,1259,1257,-2
3819,1,0,21,0,-21
3820,1,1,1251,1735,484
3821,1,1,383,1302,919
3822,1,1,81,1333,1252
3823,0,0,36,0,-36
3824,1,0,126,0,-126
3825,1,1,173,1308,1135
3826,0,0,50,0,-50
3827,1,1,152,1563,1411
3828,1,0,5,0,-5
3829,1,0,62,0,-62
3830,0,0,108,0,-108
3831,0,0,97,0,-97
3832,1,1,164,1310,1146
3833,1,1,576,1201,625
3834,1,1,135,1255,1120
3835,1,0,2,0,-2
3836,1,0,163,0,-163
3837,1,1,315,1889,1574
3838,1,1,513,1261,748
3839,0,0,41,0,-41
3840,1,1,222,1260,1038
3841,1,1,1115,2326,1211
3842,1,1,470,1374,904
3843,0,0,0,0,0
3844,1,0,21,0,-21
3845,0,0,7,0,-7
3846,1,0,1,0,-1
3847,0,0,43,0,-43
3848,0,0,7,0,-7
3849,1,1,931,1308,377
3850,1,1,280,1392,1112
3851,1,0,123,0,-123
3852,1,0,69,0,-69
3853,1,1,1272,1241,-31
3854,1,1,756,1571,815
3855,0,0,32,0,-32
3856,1,1,1291,1290,-1
3857,1,1,91,1569,1478
3858,1,0,13,0,-13
3859,1,0,66,0,-66
3860,0,0,14,0,-14
3861,1,1,355,1632,1277
3862,0,0,100,0,-100
3863,1,0,22,0,-22
3864,0,0,203,0,-203
3865,1,0,91,0,-91
3866,0,0,52,0,-52
3867,0,0,43,0,-43
3868,1,1,1530,2327,797
3869,0,0,9,0,-9
3870,1,0,47,0,-47
3871,1,1,19,1288,1269
3872,1,1,117,1612,1495
3873,1,1,216,1261,1045
3874,0,0,24,0,-24
3875,1,1,319,1534,1215
3876,1,0,0,0,0
3877,1,0,31,0,-31
3878,1,1,590,2191,1601
3879,1,1,594,3555,2961
3880,0,0,5,0,-5
3881,1,0,24,0,-24
3882,1,1,1931,1204,-727
3883,1,0,12,0,-12
3884,1,0,80,0,-80
3885,1,1,356,2221,1865
3886,1,1,195,1389,1194
3887,1,0,16,0,-16
3888,0,0,3,0,-3
3889,1,1,121,3280,3159
3890,1,0,15,0,-15
3891,1,0,2,0,-2
3892,1,0,17,0,-17
3893,0,0,53,0,-53
3894,1,0,43,0,-43
3895,0,0,46,0,-46
3896,1,0,9,0,-9
3897,0,0,150,0,-150
3898,0,0,9,0,-9
3899,0,0,10,0,-10
3900,0,0,7,0,-7
3901,1,1,814,2762,1948
3902,1,0,89,0,-89
3903,0,0,27,0,-27
3904,1,0,87,0,-87
3905,0,0,19,0,-19
3906,1,0,8,0,-8
3907,1,1,661,1208,547
3908,0,0,23,0,-23
3909,1,1,130,1264,1134
3910,0,0,14,0,-14
3911,1,0,48,0,-48
3912,1,0,32,0,-32
3913,1,1,927,1584,657
3914,1,0,16,0,-16
3915,0,0,2,0,-2
3916,1,1,69,1413,1344
3917,1,1,286,1335,1049
3918,1,1,269,1423,1154
3919,0,0,71,0,-71
3920,1,0,38,0,-38
3921,1,1,691,1214,523
3922,1,0,7,0,-7
3923,1,1,1261,1243,-18
3924,0,0,85,0,-85
3925,1,1,78,1350,1272
3926,0,0,62,0,-62
3927,1,1,513,1504,991
3928,0,0,37,0,-37
3929,1,0,8,0,-8
3930,1,0,77,0,-77
3931,0,0,37,0,-37
3932,0,0,3,0,-3
3933,1,0,57,0,-57
3934,1,1,1385,2065,680
3935,1,0,18,0,-18
3936,0,0,10,0,-10
3937,0,0,129,0,-129
3938,1,1,1159,1235,76
3939,1,1,471,2485,2014
3940,1,1,138,1682,1544
3941,1,0,67,0,-67
3942,1,1,550,1408,858
3943,0,0,109,0,-109
3944,0,0,63,0,-63
3945,0,0,3,0,-3
3946,0,0,17,0,-17
3947,0,0,28,0,-28
3948,1,1,306,2433,2127
3949,1,1,107,1355,1248
3950,1,0,38,0,-38
3951,0,0,4,0,-4
3952,1,0,221,0,-221
3953,0,0,6,0,-6
3954,0,0,6,0,-6
3955,0,0,69,0,-69
3956,0,0,55,0,-55
3957,1,1,282,1750,1468
3958,0,0,52,0,-52
3959,1,1,88,1302,1214
3960,0,0,79,0,-79
3961,0,0,30,0,-30
3962,1,1,1373,1386,13
3963,1,0,8,0,-8
3964,0,0,10,0,-10
3965,0,0,84,0,-84
3966,1,1,507,1327,820
3967,0,0,46,0,-46
3968,1,0,78,0,-78
3969,1,0,23,0,-23
3970,0,0,109,0,-109
3971,0,0,12,0,-12
3972,1,0,68,0,-68
3973,1,1,1131,2006,875
3974,1,0,19,0,-19
3975,1,1,303,2020,1717
3976,0,0,65,0,-65
3977,1,0,7,0,-7
3978,1,1,384,1231,847
3979,1,0,5,0,-5
3980,0,0,11,0,-11
3981,0,0,27,0,-27
3982,0,0,134,0,-134
3983,0,0,18,0,-18
3984,1,1,445,1222,777
3985,0,0,33,0,-33
3986,0,0,49,0,-49
3987,0,0,17,0,-17
3988,0,0,25,0,-25
3989,1,0,6,0,-6
3990,1,0,39,0,-39
3991,0,0,41,0,-41
3992,1,1,51,1243,1192
3993,1,0,38,0,-38
3994,1,0,18,0,-18
3995,1,1,551,1331,780
3996,1,1,459,1577,1118
3997,0,0,6,0,-6
3998,0,0,11,0,-11
3999,1,0,60,0,-60
4000,1,0,7,0,-7
4001,1,1,412,1844,1432
4002,0,0,196,0,-196
4003,1,1,306,1317,1011
4004,0,0,68,0,-68
4005,1,0,26,0,-26
4006,1,1,56,1331,1275
4007,0,0,13,0,-13
4008,1,1,1164,1288,124
4009,1,1,73,1425,1352
4010,1,0,50,0,-50
4011,1,1,90,1489,1399
4012,0,0,9,0,-9
4013,1,0,51,0,-51
4014,0,0,26,0,-26
4015,0,0,12,0,-12
4016,1,1,148,1264,1116
4017,1,1,105,1214,1109
4018,1,0,41,0,-41
4019,0,0,28,0,-28
4020,0,0,4,0,-4
4021,1,0,41,0,-41
4022,1,1,1291,1895,604
4023,0,0,10,0,-10
4024,1,0,18,0,-18
4025,1,1,322,1473,1151
4026,1,1,270,1219,949
4027,0,0,45,0,-45
4028,0,0,71,0,-71
4029,1,1,353,1423,1070
4030,1,1,207,1679,1472
4031,0,0,70,0,-70
4032,1,1,178,1414,1236
4033,1,1,848,1323,475
4034,0,0,5,0,-5
4035,0,0,47,0,-47
4036,0,0,107,0,-107
4037,1,0,128,0,-128
4038,0,0,285,0,-285
4039,1,0,33,0,-33
4040,1,1,402,1363,961
4041,1,1,123,1237,1114
4042,0,0,62,0,-62
4043,0,0,18,0,-18
4044,1,1,779,1755,976
4045,0,0,27,0,-27
4046,1,0,4,0,-4
4047,0,0,68,0,-68
4048,1,0,45,0,-45
4049,0,0,20,0,-20
4050,1,1,197,1343,1146
4051,1,1,316,2809,2493
4052,1,0,46,0,-46
4053,0,0,81,0,-81
4054,0,0,10,0,-10
4055,1,1,172,1663,1491
4056,1,0,45,0,-45
4057,0,0,16,0,-16
4058,0,0,33,0,-33
4059,0,0,70,0,-70
4060,1,1,682,1797,1115
4061,1,1,534,1221,687
4062,1,1,51,1240,1189
4063,0,0,49,0,-49
4064,1,0,107,0,-107
4065,1,0,42,0,-42
4066,0,0,281,0,-281
4067,1,0,5,0,-5
4068,0,0,2,0,-2
4069,0,0,9,0,-9
4070,1,0,9,0,-9
4071,1,1,234,1290,1056
4072,1,0,66,0,-66
4073,1,0,56,0,-56
4074,1,1,918,1502,584
4075,1,0,13,0,-13
4076,0,0,143,0,-143
4077,0,0,16,0,-16
4078,0,0,13,0,-13
4079,0,0,8,0,-8
4080,0,0,23,0,-23
4081,0,0,34,0,-34
4082,0,0,7,0,-7
4083,1,1,4,1315,1311
4084,0,0,74,0,-74
4085,1,1,313,1548,1235
4086,0,0,0,0,0
4087,0,0,56,0,-56
4088,0,0,40,0,-40
4089,0,0,66,0,-66
4090,1,0,1,0,-1
4091,0,0,6,0,-6
4092,0,0,77,0,-77
4093,0,0,55,0,-55
4094,1,0,37,0,-37
4095,1,0,212,0,-212
4096,1,0,24,0,-24
4097,1,0,28,0,-28
4098,0,0,141,0,-141
4099,0,0,2,0,-2
4100,1,0,60,0,-60
4101,0,0,4,0,-4
4102,1,0,7,0,-7
4103,1,1,114,1412,1298
4104,1,0,103,0,-103
4105,0,0,62,0,-62
4106,1,0,153,0,-153
4107,1,1,423,1945,1522
4108,1,1,92,1534,1442
4109,1,0,179,0,-179
4110,1,0,4,0,-4
4111,0,0,98,0,-98
4112,1,1,92,1787,1695
4113,1,0,32,0,-32
4114,1,1,1047,1751,704
4115,0,0,17,0,-17
